구분,문항 번호,질문 내용,변수명
개인,Q898-1,디지털 직무의 직무 불안정성 인식은?,p898insecurity
개인,Q898-2,불안정성 원인은?,p898cause
개인,Q898-3,불안정성 해소 방안은?,p898solution
개인,Q898-4,정부 직무 안정성 정책 인식은?,p898govpolicy
개인,Q898-5,향후 정책 기대는?,p898govhope
개인,Q899-1,디지털 직무의 대면/비대면 선호도는?,p899preference
개인,Q899-2,비대면 선호 이유는?,p899reason
개인,Q899-3,비대면 근무 시 불편 사항은?,p899barrier
개인,Q899-4,정부 비대면 근무 정책 인식은?,p899govpolicy
개인,Q899-5,향후 정책 기대는?,p899govhope
개인,Q900-1,디지털 직무의 전환 경험 유무는?,p900switch
개인,Q900-2,직무 전환 이유는?,p900reason
개인,Q900-3,전환 시 어려움은?,p900barrier
개인,Q900-4,정부 직무 전환 지원 정책 인식은?,p900govpolicy
개인,Q900-5,향후 정책 기대는?,p900govhope
개인,Q901-1,디지털 직무의 정체성 인식은?,p901identity
개인,Q901-2,정체성 형성에 기여한 요소는?,p901factor
개인,Q901-3,정체성 혼란 요인은?,p901barrier
개인,Q901-4,정부 직무 정체성 정책 인식은?,p901govpolicy
개인,Q901-5,향후 정책 기대는?,p901govhope
