구분,문항 번호,질문 내용,변수명
개인,Q1058-1,디지털 직무의 상사와의 관계는?,p1058superior
개인,Q1058-2,상사와의 갈등 경험은?,p1058conflict
개인,Q1058-3,관계 개선 전략은?,p1058strategy
개인,Q1058-4,정부 상사관계 지원 정책 인식은?,p1058govpolicy
개인,Q1058-5,향후 정책 기대는?,p1058govhope
개인,Q1059-1,디지털 직무의 조직 몰입 수준은?,p1059commit
개인,Q1059-2,몰입 촉진 요인은?,p1059factor
개인,Q1059-3,몰입 저해 요인은?,p1059barrier
개인,Q1059-4,정부 몰입 정책 인식은?,p1059govpolicy
개인,Q1059-5,향후 정책 기대는?,p1059govhope
개인,Q1060-1,디지털 직무의 정보 접근 용이성은?,p1060access
개인,Q1060-2,정보 접근의 어려움은?,p1060difficulty
개인,Q1060-3,정보 접근 개선 방안은?,p1060improve
개인,Q1060-4,정부 정보 접근 정책 인식은?,p1060govpolicy
개인,Q1060-5,향후 정책 기대는?,p1060govhope
개인,Q1061-1,디지털 직무의 개인 성과 인식은?,p1061performance
개인,Q1061-2,성과 향상 요인은?,p1061factor
개인,Q1061-3,성과 저해 요인은?,p1061barrier
개인,Q1061-4,정부 성과 정책 인식은?,p1061govpolicy
개인,Q1061-5,향후 정책 기대는?,p1061govhope
