구분,문항 번호,질문 내용,변수명
개인,Q758-1,디지털 직무의 혁신 기여도 인식은?,p758innovation
개인,Q758-2,혁신 참여 경험은?,p758experience
개인,Q758-3,혁신 참여 장애 요인은?,p758barrier
개인,Q758-4,정부 혁신 지원 정책 인식은?,p758govpolicy
개인,Q758-5,향후 정책 기대는?,p758govhope
개인,Q759-1,디지털 직무의 환경 친화적 요소 인식은?,p759eco
개인,Q759-2,환경 기여 활동 경험은?,p759activity
개인,Q759-3,환경 활동 장애 요인은?,p759barrier
개인,Q759-4,정부 환경 정책 인식은?,p759govpolicy
개인,Q759-5,향후 정책 기대는?,p759govhope
개인,Q760-1,디지털 직무의 건강 영향 인식은?,p760health
개인,Q760-2,건강 영향 요인은?,p760factor
개인,Q760-3,건강 보호 노력은?,p760effort
개인,Q760-4,정부 건강 정책 인식은?,p760govpolicy
개인,Q760-5,향후 정책 기대는?,p760govhope
개인,Q761-1,디지털 직무의 안전 인식은?,p761safety
개인,Q761-2,안전 확보 요인은?,p761factor
개인,Q761-3,안전 위협 요인은?,p761threat
개인,Q761-4,정부 안전 정책 인식은?,p761govpolicy
개인,Q761-5,향후 정책 기대는?,p761govhope
