구분,문항 번호,질문 내용,변수명
개인,Q1358-1,디지털 직무의 AI 기반 원격 진료 시스템 사용 경험은?,p1358telemed
개인,Q1358-2,사용 목적은?,p1358purpose
개인,Q1358-3,사용 시 장애 요인은?,p1358barrier
개인,Q1358-4,정부 원격 진료 정책 인식은?,p1358govpolicy
개인,Q1358-5,향후 정책 기대는?,p1358govhope
개인,Q1359-1,디지털 직무의 AI 기반 환자 모니터링 시스템 사용 경험은?,p1359monitor
개인,Q1359-2,사용 목적은?,p1359purpose
개인,Q1359-3,사용 시 장애 요인은?,p1359barrier
개인,Q1359-4,정부 환자 모니터링 정책 인식은?,p1359govpolicy
개인,Q1359-5,향후 정책 기대는?,p1359govhope
개인,Q1360-1,디지털 직무의 AI 기반 의약품 추천 시스템 사용 경험은?,p1360pharm
개인,Q1360-2,사용 목적은?,p1360purpose
개인,Q1360-3,사용 시 장애 요인은?,p1360barrier
개인,Q1360-4,정부 의약품 추천 정책 인식은?,p1360govpolicy
개인,Q1360-5,향후 정책 기대는?,p1360govhope
개인,Q1361-1,디지털 직무의 AI 기반 의료 영상 판독 시스템 사용 경험은?,p1361medimg
개인,Q1361-2,사용 목적은?,p1361purpose
개인,Q1361-3,사용 시 장애 요인은?,p1361barrier
개인,Q1361-4,정부 영상 판독 정책 인식은?,p1361govpolicy
개인,Q1361-5,향후 정책 기대는?,p1361govhope
