구분,문항 번호,질문 내용,변수명
개인,Q1230-1,디지털 직무의 스마트물류 기술 활용 경험은?,p1230logistics
개인,Q1230-2,활용 목적은?,p1230purpose
개인,Q1230-3,활용의 어려움은?,p1230barrier
개인,Q1230-4,정부 정책 인식은?,p1230govpolicy
개인,Q1230-5,향후 정책 기대는?,p1230govhope
개인,Q1231-1,디지털 직무의 스마트제조 기술 활용 경험은?,p1231manufact
개인,Q1231-2,활용 목적은?,p1231purpose
개인,Q1231-3,활용의 어려움은?,p1231barrier
개인,Q1231-4,정부 정책 인식은?,p1231govpolicy
개인,Q1231-5,향후 정책 기대는?,p1231govhope
개인,Q1232-1,디지털 직무의 디지털 콘텐츠 제작 경험은?,p1232content
개인,Q1232-2,제작 목적은?,p1232purpose
개인,Q1232-3,제작 시 어려움은?,p1232barrier
개인,Q1232-4,정부 콘텐츠 제작 정책 인식은?,p1232govpolicy
개인,Q1232-5,향후 정책 기대는?,p1232govhope
개인,Q1233-1,디지털 직무의 클라우드 기술 활용 경험은?,p1233cloud
개인,Q1233-2,활용 목적은?,p1233purpose
개인,Q1233-3,활용의 어려움은?,p1233barrier
개인,Q1233-4,정부 정책 인식은?,p1233govpolicy
개인,Q1233-5,향후 정책 기대는?,p1233govhope
