구분,문항 번호,질문 내용,변수명
개인,Q970-1,디지털 직무의 직무 효능감 인식은?,p970efficacy
개인,Q970-2,효능감 향상 요인은?,p970boost
개인,Q970-3,효능감 저해 요인은?,p970barrier
개인,Q970-4,정부 직무 효능감 향상 정책 인식은?,p970govpolicy
개인,Q970-5,향후 정책 기대는?,p970govhope
개인,Q971-1,디지털 직무의 경력 관리 인식은?,p971career
개인,Q971-2,경력 개발 주요 수단은?,p971tool
개인,Q971-3,경력 관리의 어려움은?,p971barrier
개인,Q971-4,정부 경력 지원 정책 인식은?,p971govpolicy
개인,Q971-5,향후 정책 기대는?,p971govhope
개인,Q972-1,디지털 직무의 동기 부여 요인은?,p972motivation
개인,Q972-2,가장 큰 동기 요인은?,p972main
개인,Q972-3,동기 저하 경험은?,p972decline
개인,Q972-4,정부 동기 부여 정책 인식은?,p972govpolicy
개인,Q972-5,향후 정책 기대는?,p972govhope
개인,Q973-1,디지털 직무의 직무 몰입 수준은?,p973engagement
개인,Q973-2,몰입을 유도하는 요인은?,p973factor
개인,Q973-3,몰입 저해 요인은?,p973barrier
개인,Q973-4,정부 직무 몰입 촉진 정책 인식은?,p973govpolicy
개인,Q973-5,향후 정책 기대는?,p973govhope
