구분,문항 번호,질문 내용,변수명
개인,Q444-1,디지털 기술 변화에 대한 피로감 인식은?,p444fatigue
개인,Q444-2,피로감 원인은?,p444cause
개인,Q444-3,피로감 해소 방법은?,p444relief
개인,Q444-4,정부 대응 필요성 인식은?,p444govneed
개인,Q444-5,향후 정책 기대는?,p444govhope
개인,Q445-1,디지털 전환이 가족관계에 미친 영향은?,p445family
개인,Q445-2,긍정적 영향은?,p445positive
개인,Q445-3,부정적 영향은?,p445negative
개인,Q445-4,가족 내 디지털 소통 노력은?,p445effort
개인,Q445-5,정부 가족정책 인식은?,p445govpolicy
개인,Q446-1,디지털 전환이 여가활동에 미친 영향은?,p446leisure
개인,Q446-2,여가활동의 다양성 증가는?,p446diversity
개인,Q446-3,여가활동 참여 빈도 변화는?,p446frequency
개인,Q446-4,정부 여가지원 정책 인식은?,p446govpolicy
개인,Q446-5,향후 여가활동 지원 기대는?,p446govhope
개인,Q447-1,디지털 기술의 정서적 영향 인식은?,p447emotion
개인,Q447-2,긍정적 정서 변화는?,p447positive
개인,Q447-3,부정적 정서 변화는?,p447negative
개인,Q447-4,정서적 균형을 위한 노력은?,p447effort
개인,Q447-5,정부의 정서 지원 정책 인식은?,p447govpolicy
개인,Q448-1,디지털 커뮤니케이션 만족도는?,p448communication
개인,Q448-2,커뮤니케이션 방식 변화는?,p448change
개인,Q448-3,불편함을 느낀 경우는?,p448issue
개인,Q448-4,정부 소통 지원 정책 인식은?,p448govpolicy
개인,Q448-5,향후 소통 관련 정책 기대는?,p448govhope
