구분,문항 번호,질문 내용,변수명
개인,Q702-1,디지털 직무의 개인 성장 기여 인식은?,p702growth
개인,Q702-2,성장 경험 내용은?,p702experience
개인,Q702-3,성장 저해 요인은?,p702barrier
개인,Q702-4,정부 개인 성장 정책 인식은?,p702govpolicy
개인,Q702-5,향후 정책 기대는?,p702govhope
개인,Q703-1,디지털 직무와 여가 활용 변화 인식은?,p703leisure
개인,Q703-2,여가 활용 방식은?,p703method
개인,Q703-3,여가 활용 장애 요인은?,p703barrier
개인,Q703-4,정부 여가 정책 인식은?,p703govpolicy
개인,Q703-5,향후 정책 기대는?,p703govhope
개인,Q704-1,디지털 직무의 인간관계 만족도는?,p704relationship
개인,Q704-2,만족 요인은?,p704factor
개인,Q704-3,불만족 요인은?,p704barrier
개인,Q704-4,정부 인간관계 정책 인식은?,p704govpolicy
개인,Q704-5,향후 정책 기대는?,p704govhope
개인,Q705-1,디지털 직무의 사회 참여도는?,p705participation
개인,Q705-2,참여 유형은?,p705type
개인,Q705-3,참여 저해 요인은?,p705barrier
개인,Q705-4,정부 참여 정책 인식은?,p705govpolicy
개인,Q705-5,향후 정책 기대는?,p705govhope
