구분,문항 번호,질문 내용,변수명
개인,Q16-1,해외여행 경험이 있으십니까?,p16travel
개인,Q16-2,최근 해외여행 목적은?,p16purpose
개인,Q16-3,여행 경비는 얼마였습니까?,p16cost
개인,Q16-4,여행 횟수는 몇 회입니까?,p16count
개인,Q16-5,여행 만족도는?,p16satisfy
개인,Q17-1,최근 1년간 봉사활동 참여 여부는?,p17volunteer
개인,Q17-2,봉사활동 빈도는?,p17freq
개인,Q17-3,봉사활동 내용은 무엇입니까?,p17content
개인,Q17-4,봉사활동 기관은 어디입니까?,p17org
개인,Q17-5,봉사활동 참여 동기는?,p17motivation
개인,Q18-1,금융 상품 가입 여부는?,p18finance
개인,Q18-2,가장 많이 이용하는 금융기관은?,p18bank
개인,Q18-3,금융교육 수강 경험이 있습니까?,p18edu
개인,Q18-4,금융이해력 수준은?,p18understand
개인,Q18-5,금융사기 경험이 있습니까?,p18fraud
개인,Q19-1,스마트폰 보유 여부는?,p19smart
개인,Q19-2,스마트폰 주 이용 목적은?,p19purpose
개인,Q19-3,앱 설치 개수는?,p19apps
개인,Q19-4,앱 이용 시간은?,p19time
개인,Q19-5,스마트폰 의존도는?,p19depend
개인,Q20-1,1년간 독서량은?,p20read
개인,Q20-2,독서 시간은 주로 언제입니까?,p20time
개인,Q20-3,선호하는 도서 분야는?,p20genre
개인,Q20-4,전자책 이용 여부는?,p20ebook
개인,Q20-5,독서의 주된 목적은?,p20goal
개인,Q21-1,문화생활 참여 빈도는?,p21culture
개인,Q21-2,문화활동 비용은?,p21cost
개인,Q21-3,선호하는 문화활동은?,p21type
개인,Q21-4,문화시설 접근성은?,p21access
개인,Q21-5,문화활동 만족도는?,p21satisfy
