구분,문항 번호,질문 내용,변수명
개인,Q534-1,디지털 기술이 직무 역량에 미친 영향은?,p534impact
개인,Q534-2,역량 강화 교육 참여 경험은?,p534training
개인,Q534-3,역량 강화 교육의 효과는?,p534effect
개인,Q534-4,정부 역량 강화 정책 인식은?,p534govpolicy
개인,Q534-5,향후 정책 기대는?,p534govhope
개인,Q535-1,디지털 사회에서의 정보 공유 경험은?,p535sharing
개인,Q535-2,공유 정보 유형은?,p535type
개인,Q535-3,정보 공유에 따른 문제 경험은?,p535problem
개인,Q535-4,정부 정보 공유 정책 인식은?,p535govpolicy
개인,Q535-5,향후 정책 기대는?,p535govhope
개인,Q536-1,디지털 기술 기반 인간관계 유지 방식은?,p536method
개인,Q536-2,기술로 인한 관계 변화 경험은?,p536change
개인,Q536-3,관계 유지의 어려움은?,p536difficulty
개인,Q536-4,정부 관계 유지 지원 정책 인식은?,p536govpolicy
개인,Q536-5,향후 정책 기대는?,p536govhope
개인,Q537-1,디지털 기술과 사회 신뢰 인식은?,p537trust
개인,Q537-2,신뢰 저하 경험은?,p537decline
개인,Q537-3,신뢰 회복 노력은?,p537effort
개인,Q537-4,정부 신뢰 회복 정책 인식은?,p537govpolicy
개인,Q537-5,향후 정책 기대는?,p537govhope
개인,Q538-1,디지털 기기 활용 능력 자가평가는?,p538ability
개인,Q538-2,기기 활용의 어려움은?,p538difficulty
개인,Q538-3,기기 활용 교육 참여 경험은?,p538training
개인,Q538-4,정부 기기 활용 교육 정책 인식은?,p538govpolicy
개인,Q538-5,향후 정책 기대는?,p538govhope
