구분,문항 번호,질문 내용,변수명
개인,Q1394-1,디지털 직무의 AI 기반 감염병 확산 모델링 시스템 사용 경험은?,p1394spread
개인,Q1394-2,사용 목적은?,p1394purpose
개인,Q1394-3,사용 시 장애 요인은?,p1394barrier
개인,Q1394-4,정부 감염병 확산 정책 인식은?,p1394govpolicy
개인,Q1394-5,향후 정책 기대는?,p1394govhope
개인,Q1395-1,디지털 직무의 AI 기반 사회적 거리두기 정책 분석 시스템 사용 경험은?,p1395distance
개인,Q1395-2,사용 목적은?,p1395purpose
개인,Q1395-3,사용 시 장애 요인은?,p1395barrier
개인,Q1395-4,정부 거리두기 정책 인식은?,p1395govpolicy
개인,Q1395-5,향후 정책 기대는?,p1395govhope
개인,Q1396-1,디지털 직무의 AI 기반 마스크 수요 예측 시스템 사용 경험은?,p1396mask
개인,Q1396-2,사용 목적은?,p1396purpose
개인,Q1396-3,사용 시 장애 요인은?,p1396barrier
개인,Q1396-4,정부 마스크 정책 인식은?,p1396govpolicy
개인,Q1396-5,향후 정책 기대는?,p1396govhope
개인,Q1397-1,디지털 직무의 AI 기반 의료자원 공급망 분석 시스템 사용 경험은?,p1397supply
개인,Q1397-2,사용 목적은?,p1397purpose
개인,Q1397-3,사용 시 장애 요인은?,p1397barrier
개인,Q1397-4,정부 의료 공급망 정책 인식은?,p1397govpolicy
개인,Q1397-5,향후 정책 기대는?,p1397govhope
