구분,문항 번호,질문 내용,변수명
개인,Q284-1,디지털 기술 수용 태도는?,p284attitude
개인,Q284-2,수용 장애 요인은?,p284barrier
개인,Q284-3,지원 필요 인식은?,p284need
개인,Q284-4,정부 역할 기대는?,p284govrole
개인,Q284-5,향후 태도 변화 가능성은?,p284future
개인,Q285-1,디지털 서비스 이용 빈도는?,p285usefreq
개인,Q285-2,주 이용 서비스는?,p285servicetype
개인,Q285-3,이용 목적은?,p285usepurpose
개인,Q285-4,이용 만족도는?,p285usesat
개인,Q285-5,개선 희망 사항은?,p285usehope
개인,Q286-1,디지털 격차 해소 경험은?,p286gapfixexp
개인,Q286-2,격차 해소 정책 인식은?,p286gapfixpolicy
개인,Q286-3,정책 효과 체감도는?,p286gapfixfeel
개인,Q286-4,추가 정책 필요성 인식은?,p286gapfixneed
개인,Q286-5,개선 의견은?,p286gapfixsuggest
개인,Q287-1,디지털 학습 자원 활용 경험은?,p287learnexp
개인,Q287-2,자원 유형은?,p287learntype
개인,Q287-3,자원 만족도는?,p287learnsat
개인,Q287-4,접근 장애 요인은?,p287learnbarrier
개인,Q287-5,자원 개선 희망 사항은?,p287learnhope
개인,Q288-1,디지털 기술 활용 능력 자기 평가?,p288skillself
개인,Q288-2,필요 역량은?,p288skillneed
개인,Q288-3,보완 방법은?,p288skillhow
개인,Q288-4,교육 참여 경험은?,p288skilleduexp
개인,Q288-5,추가 참여 의향은?,p288skillwill
