구분,문항 번호,질문 내용,변수명
개인,Q644-1,디지털 기술 활용 직무 만족도는?,p644satisfaction
개인,Q644-2,기술 활용 만족 요인은?,p644factor
개인,Q644-3,기술 활용 불만족 요인은?,p644barrier
개인,Q644-4,정부 기술 활용 만족 정책 인식은?,p644govpolicy
개인,Q644-5,향후 정책 기대는?,p644govhope
개인,Q645-1,디지털 전환에 따른 직무 적응력 수준은?,p645adapt
개인,Q645-2,적응을 위한 노력은?,p645effort
개인,Q645-3,적응의 어려움은?,p645barrier
개인,Q645-4,정부 적응 지원 정책 인식은?,p645govpolicy
개인,Q645-5,향후 정책 기대는?,p645govhope
개인,Q646-1,디지털 직무 수행에 필요한 교육 참여 경험은?,p646edu
개인,Q646-2,교육 내용은?,p646content
개인,Q646-3,교육 참여의 장벽은?,p646barrier
개인,Q646-4,정부 교육 지원 정책 인식은?,p646govpolicy
개인,Q646-5,향후 정책 기대는?,p646govhope
개인,Q647-1,디지털 기술로 인한 일의 효율성 체감은?,p647efficiency
개인,Q647-2,효율성 향상 요인은?,p647factor
개인,Q647-3,효율성 저해 요인은?,p647barrier
개인,Q647-4,정부 효율성 향상 정책 인식은?,p647govpolicy
개인,Q647-5,향후 정책 기대는?,p647govhope
개인,Q648-1,디지털 기술 사용 직무 스트레스 인식은?,p648stress
개인,Q648-2,스트레스 원인은?,p648cause
개인,Q648-3,스트레스 완화 방법은?,p648relief
개인,Q648-4,정부 스트레스 관리 정책 인식은?,p648govpolicy
개인,Q648-5,향후 정책 기대는?,p648govhope
