구분,문항 번호,질문 내용,변수명
개인,Q374-1,디지털 기술의 삶에 대한 영향은?,p374impact
개인,Q374-2,긍정적 영향 요인은?,p374positive
개인,Q374-3,부정적 영향 요인은?,p374negative
개인,Q374-4,영향 최소화 방안은?,p374minimize
개인,Q374-5,정부 대응 정책 만족도는?,p374govsat
개인,Q375-1,디지털 역량 자기 진단 경험은?,p375selfeval
개인,Q375-2,진단 결과 인식은?,p375result
개인,Q375-3,보완 필요 영역은?,p375weak
개인,Q375-4,보완 계획 수립 여부는?,p375plan
개인,Q375-5,정부 진단 지원 경험은?,p375govhelp
개인,Q376-1,디지털 정보 활용 유형은?,p376infotype
개인,Q376-2,정보 활용 빈도는?,p376freq
개인,Q376-3,정보 활용 만족도는?,p376sat
개인,Q376-4,활용 어려움은?,p376difficulty
개인,Q376-5,정부 정보 지원 인식은?,p376govinfo
개인,Q377-1,디지털 기술 미래에 대한 기대는?,p377hope
개인,Q377-2,기대 이유는?,p377reason
개인,Q377-3,우려되는 사항은?,p377concern
개인,Q377-4,정부 대응 기대는?,p377govhope
개인,Q377-5,기대 실현 가능성 인식은?,p377possible
개인,Q378-1,디지털 기술 신뢰 변화 경험은?,p378change
개인,Q378-2,변화 요인은?,p378reason
개인,Q378-3,신뢰 회복 경험은?,p378recover
개인,Q378-4,신뢰 형성 요인은?,p378trust
개인,Q378-5,정부 정책의 신뢰 영향은?,p378govimpact
