구분,문항 번호,질문 내용,변수명
개인,Q269-1,디지털 기술 변화 수용 정도는?,p269acceptlevel
개인,Q269-2,변화 인식 채널은?,p269changechannel
개인,Q269-3,수용 장애 요인은?,p269acceptbarrier
개인,Q269-4,정부 지원 체감도는?,p269govfeel
개인,Q269-5,향후 대응 의향은?,p269planwill
개인,Q270-1,디지털 리터러시 향상 희망 정도는?,p270literacywish
개인,Q270-2,중점 향상 분야는?,p270literacyfocus
개인,Q270-3,교육 수단 선호도는?,p270literacymethod
개인,Q270-4,학습 시간 확보 어려움은?,p270literacytime
개인,Q270-5,정부 교육 지원 인식은?,p270literacygov
개인,Q271-1,디지털 정보 신뢰 수준은?,p271trustlevel
개인,Q271-2,정보 검증 방법 인식은?,p271verifyway
개인,Q271-3,잘못된 정보 경험은?,p271wrongexp
개인,Q271-4,정보 검증 활용 여부는?,p271verifyuse
개인,Q271-5,검증 도구 개선 기대는?,p271verifyhope
개인,Q272-1,디지털 교육 효과 인식은?,p272edueffect
개인,Q272-2,실제 효과 체감 여부는?,p272eduimpact
개인,Q272-3,부족한 부분은?,p272edulack
개인,Q272-4,추가 교육 희망은?,p272edufuture
개인,Q272-5,교육 방식 개선 의견은?,p272edusuggest
개인,Q273-1,디지털 사회 통합에 대한 인식은?,p273socaware
개인,Q273-2,통합 장애 요인은?,p273socbarrier
개인,Q273-3,통합 기여 방안 인식은?,p273soccontribute
개인,Q273-4,정부 정책 만족도는?,p273socgovsat
개인,Q273-5,정책 개선 기대는?,p273socgovhope
