구분,문항 번호,질문 내용,변수명
개인,Q1114-1,디지털 직무의 심리적 압박감 수준은?,p1114stress
개인,Q1114-2,압박감의 주요 원인은?,p1114cause
개인,Q1114-3,압박감 완화 방안은?,p1114solution
개인,Q1114-4,정부 정신 건강 정책 인식은?,p1114govpolicy
개인,Q1114-5,향후 정책 기대는?,p1114govhope
개인,Q1115-1,디지털 직무의 일-생활 균형 수준은?,p1115balance
개인,Q1115-2,균형 유지의 어려움은?,p1115barrier
개인,Q1115-3,균형 개선 방안은?,p1115solution
개인,Q1115-4,정부 일-생활 정책 인식은?,p1115govpolicy
개인,Q1115-5,향후 정책 기대는?,p1115govhope
개인,Q1116-1,디지털 직무의 인공지능 활용 경험은?,p1116ai
개인,Q1116-2,AI 활용의 이점은?,p1116benefit
개인,Q1116-3,AI 활용의 문제점은?,p1116issue
개인,Q1116-4,정부 AI 정책 인식은?,p1116govpolicy
개인,Q1116-5,향후 정책 기대는?,p1116govhope
개인,Q1117-1,디지털 직무의 윤리 교육 참여 여부는?,p1117edu
개인,Q1117-2,윤리 교육 필요성 인식은?,p1117need
개인,Q1117-3,윤리 교육 개선 방안은?,p1117solution
개인,Q1117-4,정부 윤리 교육 정책 인식은?,p1117govpolicy
개인,Q1117-5,향후 정책 기대는?,p1117govhope
