구분,문항 번호,질문 내용,변수명
개인,Q1250-1,디지털 직무의 글로벌 역량 자기평가는?,p1250global
개인,Q1250-2,글로벌 역량 향상을 위한 노력은?,p1250effort
개인,Q1250-3,역량 향상 장애 요인은?,p1250barrier
개인,Q1250-4,정부 글로벌 역량 정책 인식은?,p1250govpolicy
개인,Q1250-5,향후 정책 기대는?,p1250govhope
개인,Q1251-1,디지털 직무의 AI 도구 활용 경험은?,p1251aiuse
개인,Q1251-2,활용 목적은?,p1251purpose
개인,Q1251-3,AI 도구 활용의 어려움은?,p1251barrier
개인,Q1251-4,정부 AI 도구 정책 인식은?,p1251govpolicy
개인,Q1251-5,향후 정책 기대는?,p1251govhope
개인,Q1252-1,디지털 직무의 메타버스 활용 경험은?,p1252metaverse
개인,Q1252-2,활용 목적은?,p1252purpose
개인,Q1252-3,활용의 어려움은?,p1252barrier
개인,Q1252-4,정부 메타버스 정책 인식은?,p1252govpolicy
개인,Q1252-5,향후 정책 기대는?,p1252govhope
개인,Q1253-1,디지털 직무의 사이버 보안 위협 경험은?,p1253cyber
개인,Q1253-2,대응 방법은?,p1253response
개인,Q1253-3,정부의 사이버 보안 정책 인식은?,p1253govpolicy
개인,Q1253-4,향후 정책 기대는?,p1253govhope
개인,Q1253-5,추가로 필요한 대응 지원은?,p1253support
