구분,문항 번호,질문 내용,변수명
개인,Q1026-1,디지털 직무의 의사결정 참여 경험은?,p1026decision
개인,Q1026-2,참여 기회 제공 정도는?,p1026opportunity
개인,Q1026-3,참여 저해 요인은?,p1026barrier
개인,Q1026-4,정부 참여 확대 정책 인식은?,p1026govpolicy
개인,Q1026-5,향후 정책 기대는?,p1026govhope
개인,Q1027-1,디지털 직무의 피드백 경험은?,p1027feedback
개인,Q1027-2,피드백 효과 인식은?,p1027effect
개인,Q1027-3,피드백 부족 시 영향은?,p1027lack
개인,Q1027-4,정부 피드백 시스템 정책 인식은?,p1027govpolicy
개인,Q1027-5,향후 정책 기대는?,p1027govhope
개인,Q1028-1,디지털 직무의 창의적 사고 경험은?,p1028creativity
개인,Q1028-2,창의성 촉진 요인은?,p1028factor
개인,Q1028-3,창의성 저해 요인은?,p1028barrier
개인,Q1028-4,정부 창의성 지원 정책 인식은?,p1028govpolicy
개인,Q1028-5,향후 정책 기대는?,p1028govhope
개인,Q1029-1,디지털 직무의 윤리 교육 경험은?,p1029ethics
개인,Q1029-2,윤리 교육의 효과는?,p1029effect
개인,Q1029-3,윤리 교육 개선 요구는?,p1029improve
개인,Q1029-4,정부 윤리 교육 정책 인식은?,p1029govpolicy
개인,Q1029-5,향후 정책 기대는?,p1029govhope
