구분,문항 번호,질문 내용,변수명
개인,Q1254-1,디지털 직무의 원격근무 경험은?,p1254remote
개인,Q1254-2,원격근무 장점은?,p1254adv
개인,Q1254-3,원격근무 단점은?,p1254disadv
개인,Q1254-4,정부 원격근무 정책 인식은?,p1254govpolicy
개인,Q1254-5,향후 정책 기대는?,p1254govhope
개인,Q1255-1,디지털 직무의 스마트워크 도입 경험은?,p1255smartwork
개인,Q1255-2,도입 목적은?,p1255purpose
개인,Q1255-3,도입 시 장애 요인은?,p1255barrier
개인,Q1255-4,정부 스마트워크 정책 인식은?,p1255govpolicy
개인,Q1255-5,향후 정책 기대는?,p1255govhope
개인,Q1256-1,디지털 직무의 자동화 시스템 도입 경험은?,p1256automation
개인,Q1256-2,도입 목적은?,p1256purpose
개인,Q1256-3,도입 시 장애 요인은?,p1256barrier
개인,Q1256-4,정부 자동화 정책 인식은?,p1256govpolicy
개인,Q1256-5,향후 정책 기대는?,p1256govhope
개인,Q1257-1,디지털 직무의 협업 플랫폼 사용 경험은?,p1257platform
개인,Q1257-2,사용 목적은?,p1257purpose
개인,Q1257-3,사용 시 장애 요인은?,p1257barrier
개인,Q1257-4,정부 협업 플랫폼 정책 인식은?,p1257govpolicy
개인,Q1257-5,향후 정책 기대는?,p1257govhope
