구분,문항 번호,질문 내용,변수명
개인,Q1266-1,디지털 직무의 클라우드 저장소 활용 경험은?,p1266cloudstore
개인,Q1266-2,활용 목적은?,p1266purpose
개인,Q1266-3,활용 시 장애 요인은?,p1266barrier
개인,Q1266-4,정부 클라우드 저장소 정책 인식은?,p1266govpolicy
개인,Q1266-5,향후 정책 기대는?,p1266govhope
개인,Q1267-1,디지털 직무의 버전 관리 시스템 사용 경험은?,p1267version
개인,Q1267-2,사용 목적은?,p1267purpose
개인,Q1267-3,사용 시 장애 요인은?,p1267barrier
개인,Q1267-4,정부 버전 관리 정책 인식은?,p1267govpolicy
개인,Q1267-5,향후 정책 기대는?,p1267govhope
개인,Q1268-1,디지털 직무의 노코드 툴 사용 경험은?,p1268nocode
개인,Q1268-2,사용 목적은?,p1268purpose
개인,Q1268-3,사용 시 장애 요인은?,p1268barrier
개인,Q1268-4,정부 노코드 정책 인식은?,p1268govpolicy
개인,Q1268-5,향후 정책 기대는?,p1268govhope
개인,Q1269-1,디지털 직무의 디지털 헬스케어 기술 활용 경험은?,p1269health
개인,Q1269-2,활용 목적은?,p1269purpose
개인,Q1269-3,활용 시 장애 요인은?,p1269barrier
개인,Q1269-4,정부 헬스케어 정책 인식은?,p1269govpolicy
개인,Q1269-5,향후 정책 기대는?,p1269govhope
