구분,문항 번호,질문 내용,변수명
개인,Q990-1,디지털 직무의 원격근무 경험은?,p990remote
개인,Q990-2,원격근무 장점은?,p990advantage
개인,Q990-3,원격근무 단점은?,p990disadvantage
개인,Q990-4,정부 원격근무 정책 인식은?,p990govpolicy
개인,Q990-5,향후 정책 기대는?,p990govhope
개인,Q991-1,디지털 직무의 AI 도입 인식은?,p991ai
개인,Q991-2,AI 활용 분야는?,p991area
개인,Q991-3,AI 도입 시 어려움은?,p991barrier
개인,Q991-4,정부 AI 지원 정책 인식은?,p991govpolicy
개인,Q991-5,향후 정책 기대는?,p991govhope
개인,Q992-1,디지털 직무의 업무 자동화 인식은?,p992automation
개인,Q992-2,자동화 기술 활용 범위는?,p992scope
개인,Q992-3,자동화로 인한 변화는?,p992change
개인,Q992-4,정부 자동화 정책 인식은?,p992govpolicy
개인,Q992-5,향후 정책 기대는?,p992govhope
개인,Q993-1,디지털 직무의 디지털 전환 체감도는?,p993dxfeel
개인,Q993-2,디지털 전환의 긍정 효과는?,p993positive
개인,Q993-3,부정적 영향은?,p993negative
개인,Q993-4,정부 디지털 전환 정책 인식은?,p993govpolicy
개인,Q993-5,향후 정책 기대는?,p993govhope
