구분,문항 번호,질문 내용,변수명
개인,Q1118-1,디지털 직무의 데이터 활용 경험은?,p1118datause
개인,Q1118-2,데이터 활용의 어려움은?,p1118barrier
개인,Q1118-3,데이터 활용 활성화 방안은?,p1118solution
개인,Q1118-4,정부 데이터 정책 인식은?,p1118govpolicy
개인,Q1118-5,향후 정책 기대는?,p1118govhope
개인,Q1119-1,디지털 직무의 정보 보안 인식은?,p1119security
개인,Q1119-2,정보 보안 위협 경험은?,p1119threat
개인,Q1119-3,보안 강화 방안은?,p1119solution
개인,Q1119-4,정부 보안 정책 인식은?,p1119govpolicy
개인,Q1119-5,향후 정책 기대는?,p1119govhope
개인,Q1120-1,디지털 직무의 협업 툴 사용 경험은?,p1120tooluse
개인,Q1120-2,협업 툴 사용의 장점은?,p1120advantage
개인,Q1120-3,협업 툴 사용의 단점은?,p1120disadvantage
개인,Q1120-4,정부 협업 툴 정책 인식은?,p1120govpolicy
개인,Q1120-5,향후 정책 기대는?,p1120govhope
개인,Q1121-1,디지털 직무의 사이버 윤리 인식은?,p1121cyberethic
개인,Q1121-2,사이버 윤리 문제 경험은?,p1121issue
개인,Q1121-3,윤리 문제 해결 방안은?,p1121solution
개인,Q1121-4,정부 사이버 윤리 정책 인식은?,p1121govpolicy
개인,Q1121-5,향후 정책 기대는?,p1121govhope
