구분,문항 번호,질문 내용,변수명
개인,Q454-1,디지털 기술 사용에 대한 불안감 정도는?,p454anxiety
개인,Q454-2,불안감 원인은?,p454cause
개인,Q454-3,불안감 해소 방법은?,p454relief
개인,Q454-4,정부의 불안 해소 정책 인식은?,p454govpolicy
개인,Q454-5,향후 정책 기대는?,p454govhope
개인,Q455-1,디지털 기술 사용에 대한 연령 차이 인식은?,p455agegap
개인,Q455-2,세대 간 이해도 차이는?,p455understand
개인,Q455-3,세대 통합을 위한 노력은?,p455integration
개인,Q455-4,정부의 세대 통합 정책 인식은?,p455govpolicy
개인,Q455-5,향후 세대 간 통합 기대는?,p455govhope
개인,Q456-1,디지털 기술 이용에 대한 지역 차이 인식은?,p456regiongap
개인,Q456-2,지역 불균형 경험은?,p456experience
개인,Q456-3,균형 발전을 위한 개인 노력은?,p456effort
개인,Q456-4,정부 지역 균형 정책 인식은?,p456govpolicy
개인,Q456-5,향후 지역 격차 해소 기대는?,p456govhope
개인,Q457-1,디지털 기술 발전에 따른 가치관 변화 인식은?,p457value
개인,Q457-2,변화된 가치관의 예시는?,p457example
개인,Q457-3,가치관 변화에 대한 수용 정도는?,p457accept
개인,Q457-4,정부 가치관 정책 인식은?,p457govpolicy
개인,Q457-5,향후 가치관 형성 정책 기대는?,p457govhope
개인,Q458-1,디지털 사회의 공동체 의식 인식은?,p458community
개인,Q458-2,공동체 활동 참여 경험은?,p458participation
개인,Q458-3,공동체 약화 원인은?,p458weakness
개인,Q458-4,공동체 회복 방안은?,p458recovery
개인,Q458-5,정부 공동체 정책 인식은?,p458govpolicy
