구분,문항 번호,질문 내용,변수명
개인,Q494-1,디지털 기술로 인한 생활의 질 변화 체감도는?,p494lifequality
개인,Q494-2,삶의 질 향상 요인은?,p494factor
개인,Q494-3,삶의 질 저하 경험은?,p494decline
개인,Q494-4,정부 삶의 질 정책 인식은?,p494govpolicy
개인,Q494-5,향후 정책 기대는?,p494govhope
개인,Q495-1,디지털 소외 계층에 대한 사회적 인식은?,p495awareness
개인,Q495-2,소외 계층에 대한 지원 필요성 인식은?,p495need
개인,Q495-3,지원 참여 경험은?,p495support
개인,Q495-4,정부 정책 체감도는?,p495govfeel
개인,Q495-5,향후 지원 정책 기대는?,p495govhope
개인,Q496-1,디지털 환경에서의 프라이버시 침해 경험은?,p496privacy
개인,Q496-2,침해 후 대응 방법은?,p496response
개인,Q496-3,개인 프라이버시 보호 노력은?,p496effort
개인,Q496-4,정부 프라이버시 정책 인식은?,p496govpolicy
개인,Q496-5,향후 정책 기대는?,p496govhope
개인,Q497-1,디지털 기술로 인한 시간 관리 변화 인식은?,p497time
개인,Q497-2,시간 활용 증가 요인은?,p497positive
개인,Q497-3,시간 낭비 사례는?,p497negative
개인,Q497-4,정부 시간 관리 교육 정책 인식은?,p497govpolicy
개인,Q497-5,향후 시간 정책 기대는?,p497govhope
개인,Q498-1,디지털 사회에서의 갈등 경험은?,p498conflict
개인,Q498-2,갈등 해결 방법은?,p498solution
개인,Q498-3,갈등 예방 노력은?,p498effort
개인,Q498-4,정부 갈등 조정 정책 인식은?,p498govpolicy
개인,Q498-5,향후 정책 기대는?,p498govhope
