구분,문항 번호,질문 내용,변수명
개인,Q934-1,디지털 직무의 직업 정체성 변화 체감도는?,p934change
개인,Q934-2,변화의 주된 요인은?,p934factor
개인,Q934-3,변화로 인한 영향은?,p934impact
개인,Q934-4,정부 직업 정체성 정책 인식은?,p934govpolicy
개인,Q934-5,향후 정책 기대는?,p934govhope
개인,Q935-1,디지털 직무의 고용 형태 만족도는?,p935employment
개인,Q935-2,현재 고용 형태의 장점은?,p935adv
개인,Q935-3,불만족 요인은?,p935barrier
개인,Q935-4,정부 고용 형태 개선 정책 인식은?,p935govpolicy
개인,Q935-5,향후 정책 기대는?,p935govhope
개인,Q936-1,디지털 직무의 사회적 위상 인식은?,p936status
개인,Q936-2,위상 형성 요인은?,p936factor
개인,Q936-3,위상 개선을 위한 조건은?,p936improve
개인,Q936-4,정부 사회 위상 정책 인식은?,p936govpolicy
개인,Q936-5,향후 정책 기대는?,p936govhope
개인,Q937-1,디지털 직무의 노동시장 내 경쟁 체감도는?,p937competition
개인,Q937-2,경쟁 강도 판단 기준은?,p937criteria
개인,Q937-3,경쟁 완화 요인은?,p937relief
개인,Q937-4,정부 경쟁 완화 정책 인식은?,p937govpolicy
개인,Q937-5,향후 정책 기대는?,p937govhope
