구분,문항 번호,질문 내용,변수명
개인,Q1186-1,디지털 직무의 원격 근무 경험은?,p1186remote
개인,Q1186-2,원격 근무의 장점은?,p1186adv
개인,Q1186-3,원격 근무의 단점은?,p1186disadv
개인,Q1186-4,정부 원격 근무 정책 인식은?,p1186govpolicy
개인,Q1186-5,향후 정책 기대는?,p1186govhope
개인,Q1187-1,디지털 직무의 하이브리드 근무 형태 인식은?,p1187hybrid
개인,Q1187-2,하이브리드 근무 장점은?,p1187adv
개인,Q1187-3,하이브리드 근무 단점은?,p1187disadv
개인,Q1187-4,정부 관련 정책 인식은?,p1187govpolicy
개인,Q1187-5,향후 정책 기대는?,p1187govhope
개인,Q1188-1,디지털 직무의 메타버스 활용 경험은?,p1188meta
개인,Q1188-2,메타버스 활용 목적은?,p1188purpose
개인,Q1188-3,활용 장애 요인은?,p1188barrier
개인,Q1188-4,정부 메타버스 정책 인식은?,p1188govpolicy
개인,Q1188-5,향후 정책 기대는?,p1188govhope
개인,Q1189-1,디지털 직무의 블록체인 활용 경험은?,p1189block
개인,Q1189-2,활용 목적은?,p1189purpose
개인,Q1189-3,활용 장애 요인은?,p1189barrier
개인,Q1189-4,정부 블록체인 정책 인식은?,p1189govpolicy
개인,Q1189-5,향후 정책 기대는?,p1189govhope
