구분,문항 번호,질문 내용,변수명
개인,Q609-1,디지털 사회에서 개인 정보 보호 인식은?,p609privacy
개인,Q609-2,개인 정보 유출 경험은?,p609leak
개인,Q609-3,개인 정보 보호 노력은?,p609effort
개인,Q609-4,정부 개인정보 보호 정책 인식은?,p609govpolicy
개인,Q609-5,향후 정책 기대는?,p609govhope
개인,Q610-1,디지털 기술에 대한 신뢰 수준은?,p610trust
개인,Q610-2,신뢰 형성 요인은?,p610factor
개인,Q610-3,신뢰 저해 요인은?,p610barrier
개인,Q610-4,정부 신뢰 제고 정책 인식은?,p610govpolicy
개인,Q610-5,향후 정책 기대는?,p610govhope
개인,Q611-1,디지털 격차에 대한 체감 여부는?,p611gap
개인,Q611-2,격차 해소를 위한 개인 노력은?,p611effort
개인,Q611-3,격차 해소 장애 요인은?,p611barrier
개인,Q611-4,정부 디지털 격차 해소 정책 인식은?,p611govpolicy
개인,Q611-5,향후 정책 기대는?,p611govhope
개인,Q612-1,디지털 기술로 인한 일상 변화 경험은?,p612change
개인,Q612-2,가장 큰 변화 영역은?,p612area
개인,Q612-3,변화에 대한 만족도는?,p612satisfaction
개인,Q612-4,정부 변화 대응 정책 인식은?,p612govpolicy
개인,Q612-5,향후 정책 기대는?,p612govhope
개인,Q613-1,디지털 사회에서의 연결감 인식은?,p613connectedness
개인,Q613-2,연결감 향상 사례는?,p613example
개인,Q613-3,연결감 저해 요인은?,p613barrier
개인,Q613-4,정부 연결감 증진 정책 인식은?,p613govpolicy
개인,Q613-5,향후 정책 기대는?,p613govhope
