구분,문항 번호,질문 내용,변수명
개인,Q998-1,디지털 직무의 자기 효능감 인식은?,p998efficacy
개인,Q998-2,효능감 향상 요인은?,p998boost
개인,Q998-3,효능감 저해 요인은?,p998barrier
개인,Q998-4,정부 효능감 향상 정책 인식은?,p998govpolicy
개인,Q998-5,향후 정책 기대는?,p998govhope
개인,Q999-1,디지털 직무의 직장 내 평등 인식은?,p999equality
개인,Q999-2,평등 저해 사례는?,p999barrier
개인,Q999-3,개선 요구 사항은?,p999demand
개인,Q999-4,정부 평등 정책 인식은?,p999govpolicy
개인,Q999-5,향후 정책 기대는?,p999govhope
개인,Q1000-1,디지털 직무의 지속 가능성 인식은?,p1000sustain
개인,Q1000-2,지속 가능성 확보 방안은?,p1000solution
개인,Q1000-3,위협 요인은?,p1000barrier
개인,Q1000-4,정부 지속 가능성 정책 인식은?,p1000govpolicy
개인,Q1000-5,향후 정책 기대는?,p1000govhope
개인,Q1001-1,디지털 직무의 변화 대응 역량은?,p1001adapt
개인,Q1001-2,변화 대응 전략은?,p1001strategy
개인,Q1001-3,대응 어려움은?,p1001barrier
개인,Q1001-4,정부 변화 대응 정책 인식은?,p1001govpolicy
개인,Q1001-5,향후 정책 기대는?,p1001govhope
