구분,문항 번호,질문 내용,변수명
개인,Q354-1,디지털 기술 변화 체감도는?,p354techfeel
개인,Q354-2,변화 적응 수준은?,p354adaptlevel
개인,Q354-3,적응에 어려움 느낀 이유는?,p354barrier
개인,Q354-4,지원 수단 활용 경험은?,p354supportuse
개인,Q354-5,향후 변화 기대는?,p354futurehope
개인,Q355-1,디지털 정보 불평등 인식은?,p355inequalaware
개인,Q355-2,불평등 원인은?,p355cause
개인,Q355-3,해소 노력 경험은?,p355effort
개인,Q355-4,정부 역할 인식은?,p355govrole
개인,Q355-5,향후 정책 제안은?,p355suggest
개인,Q356-1,디지털 교육 경험 유무는?,p356eduexp
개인,Q356-2,교육 내용 만족도는?,p356edusat
개인,Q356-3,교육 부족 인식은?,p356edulack
개인,Q356-4,교육 확대 필요성은?,p356eduneed
개인,Q356-5,향후 교육 참여 의향은?,p356eduwill
개인,Q357-1,디지털 콘텐츠 신뢰 수준은?,p357contenttrust
개인,Q357-2,불신 이유는?,p357distrust
개인,Q357-3,신뢰 기준은?,p357criteria
개인,Q357-4,신뢰 확보 방안은?,p357secure
개인,Q357-5,정부 신뢰 확보 정책 인식은?,p357govpolicy
개인,Q358-1,디지털 기술로 인한 생활 변화 체감도는?,p358lifechange
개인,Q358-2,긍정적 변화 예시는?,p358positive
개인,Q358-3,부정적 변화 예시는?,p358negative
개인,Q358-4,생활 적응 전략은?,p358strategy
개인,Q358-5,향후 기대되는 변화는?,p358futurehope
