구분,문항 번호,질문 내용,변수명
개인,Q1214-1,디지털 직무의 데이터 시각화 경험은?,p1214viz
개인,Q1214-2,데이터 시각화 활용 목적은?,p1214purpose
개인,Q1214-3,시각화 도구 활용 장애 요인은?,p1214barrier
개인,Q1214-4,정부 시각화 정책 인식은?,p1214govpolicy
개인,Q1214-5,향후 정책 기대는?,p1214govhope
개인,Q1215-1,디지털 직무의 마이크로러닝 활용 경험은?,p1215microlearning
개인,Q1215-2,마이크로러닝 활용 목적은?,p1215purpose
개인,Q1215-3,마이크로러닝 활용 장애 요인은?,p1215barrier
개인,Q1215-4,정부 마이크로러닝 정책 인식은?,p1215govpolicy
개인,Q1215-5,향후 정책 기대는?,p1215govhope
개인,Q1216-1,디지털 직무의 온라인 협업 플랫폼 경험은?,p1216collabplat
개인,Q1216-2,협업 플랫폼 활용 목적은?,p1216purpose
개인,Q1216-3,플랫폼 활용 어려움은?,p1216barrier
개인,Q1216-4,정부 협업 플랫폼 정책 인식은?,p1216govpolicy
개인,Q1216-5,향후 정책 기대는?,p1216govhope
개인,Q1217-1,디지털 직무의 원격 교육 경험은?,p1217remoteedu
개인,Q1217-2,원격 교육 활용 목적은?,p1217purpose
개인,Q1217-3,원격 교육의 한계는?,p1217barrier
개인,Q1217-4,정부 원격 교육 정책 인식은?,p1217govpolicy
개인,Q1217-5,향후 정책 기대는?,p1217govhope
