구분,문항 번호,질문 내용,변수명
개인,Q484-1,디지털 커뮤니티 활동 참여 여부는?,p484participation
개인,Q484-2,커뮤니티 활동에서 느낀 유익함은?,p484benefit
개인,Q484-3,커뮤니티 활동의 단점은?,p484disadvantage
개인,Q484-4,정부 커뮤니티 활성화 정책 인식은?,p484govpolicy
개인,Q484-5,향후 커뮤니티 정책 기대는?,p484govhope
개인,Q485-1,디지털 기기의 사용 중독 경험은?,p485addiction
개인,Q485-2,중독의 자각 정도는?,p485awareness
개인,Q485-3,중독 완화 시도 경험은?,p485effort
개인,Q485-4,정부 디지털 중독 대응 정책 인식은?,p485govpolicy
개인,Q485-5,향후 중독 예방 정책 기대는?,p485govhope
개인,Q486-1,디지털 기술을 통한 창업 시도 경험은?,p486startup
개인,Q486-2,창업 성공 여부는?,p486success
개인,Q486-3,창업 중 애로사항은?,p486difficulty
개인,Q486-4,정부 창업 지원 정책 인식은?,p486govpolicy
개인,Q486-5,향후 창업 정책 기대는?,p486govhope
개인,Q487-1,디지털 기기 사용 교육 참여 경험은?,p487training
개인,Q487-2,교육 효과 체감도는?,p487effect
개인,Q487-3,교육 내용 만족도는?,p487satisfaction
개인,Q487-4,정부 교육 정책 인식은?,p487govpolicy
개인,Q487-5,향후 교육 정책 기대는?,p487govhope
개인,Q488-1,디지털 기술에 대한 사회적 불신 경험은?,p488distrust
개인,Q488-2,불신의 원인은?,p488cause
개인,Q488-3,불신 극복을 위한 개인 노력은?,p488effort
개인,Q488-4,정부 신뢰 회복 정책 인식은?,p488govpolicy
개인,Q488-5,향후 신뢰 정책 기대는?,p488govhope
