구분,문항 번호,질문 내용,변수명
개인,Q584-1,디지털 기술의 사회 참여 확대 효과 인식은?,p584participation
개인,Q584-2,사회 참여 방법은?,p584method
개인,Q584-3,참여의 장벽은?,p584barrier
개인,Q584-4,정부 사회 참여 정책 인식은?,p584govpolicy
개인,Q584-5,향후 정책 기대는?,p584govhope
개인,Q585-1,디지털 사회의 평등 인식은?,p585equality
개인,Q585-2,불평등 체감 영역은?,p585inequality
개인,Q585-3,평등 증진 노력은?,p585effort
개인,Q585-4,정부 평등 정책 인식은?,p585govpolicy
개인,Q585-5,향후 정책 기대는?,p585govhope
개인,Q586-1,디지털 정보 활용 능력 자가 평가 수준은?,p586ability
개인,Q586-2,정보 활용 교육 참여 경험은?,p586education
개인,Q586-3,활용 능력 향상 노력은?,p586effort
개인,Q586-4,정부 정보 활용 정책 인식은?,p586govpolicy
개인,Q586-5,향후 정책 기대는?,p586govhope
개인,Q587-1,디지털 사회의 시민권 인식은?,p587citizenship
개인,Q587-2,시민권 행사 경험은?,p587experience
개인,Q587-3,시민권 행사 장애 요인은?,p587barrier
개인,Q587-4,정부 시민권 정책 인식은?,p587govpolicy
개인,Q587-5,향후 정책 기대는?,p587govhope
개인,Q588-1,디지털 기술의 정체성 표현에 미친 영향은?,p588identity
개인,Q588-2,정체성 표현 방식은?,p588method
개인,Q588-3,표현의 제약 경험은?,p588restriction
개인,Q588-4,정부 정체성 정책 인식은?,p588govpolicy
개인,Q588-5,향후 정책 기대는?,p588govhope
