구분,문항 번호,질문 내용,변수명
개인,Q504-1,디지털 윤리 교육 경험은?,p504education
개인,Q504-2,윤리 교육 내용 만족도는?,p504satisfaction
개인,Q504-3,윤리적 판단 어려움 경험은?,p504difficulty
개인,Q504-4,정부 윤리 교육 정책 인식은?,p504govpolicy
개인,Q504-5,향후 윤리 정책 기대는?,p504govhope
개인,Q505-1,디지털 기술 기반 여가 활동 참여 여부는?,p505leisure
개인,Q505-2,참여 활동의 만족도는?,p505satisfaction
개인,Q505-3,여가 활동의 한계는?,p505barrier
개인,Q505-4,정부 여가 활성화 정책 인식은?,p505govpolicy
개인,Q505-5,향후 여가 정책 기대는?,p505govhope
개인,Q506-1,디지털 정보 이용 중 정보 선택 기준은?,p506criteria
개인,Q506-2,정보 선택 기준 실천 정도는?,p506practice
개인,Q506-3,정보 판단의 어려움은?,p506difficulty
개인,Q506-4,정부 정보 교육 정책 인식은?,p506govpolicy
개인,Q506-5,향후 정보 교육 정책 기대는?,p506govhope
개인,Q507-1,디지털 플랫폼 신뢰도 인식은?,p507trust
개인,Q507-2,플랫폼 신뢰 형성 요소는?,p507factor
개인,Q507-3,신뢰 훼손 경험은?,p507breach
개인,Q507-4,정부 플랫폼 신뢰 정책 인식은?,p507govpolicy
개인,Q507-5,향후 신뢰 정책 기대는?,p507govhope
개인,Q508-1,디지털 교육 격차 인식 여부는?,p508gap
개인,Q508-2,격차 해소 경험은?,p508solution
개인,Q508-3,격차 해소의 어려움은?,p508difficulty
개인,Q508-4,정부 교육 격차 정책 인식은?,p508govpolicy
개인,Q508-5,향후 교육 정책 기대는?,p508govhope
