구분,문항 번호,질문 내용,변수명
개인,Q842-1,디지털 직무의 리더십 인식은?,p842leadership
개인,Q842-2,리더십 유형 경험은?,p842type
개인,Q842-3,효과적 리더십 요인은?,p842effect
개인,Q842-4,정부 리더십 정책 인식은?,p842govpolicy
개인,Q842-5,향후 정책 기대는?,p842govhope
개인,Q843-1,디지털 직무의 교육 훈련 경험은?,p843training
개인,Q843-2,훈련 내용 만족도는?,p843satisfaction
개인,Q843-3,훈련 효과 인식은?,p843effect
개인,Q843-4,정부 교육 훈련 정책 인식은?,p843govpolicy
개인,Q843-5,향후 정책 기대는?,p843govhope
개인,Q844-1,디지털 직무의 성과 평가 경험은?,p844evaluation
개인,Q844-2,평가 방식에 대한 만족도는?,p844satisfaction
개인,Q844-3,평가 제도의 개선 필요성은?,p844improve
개인,Q844-4,정부 성과 평가 정책 인식은?,p844govpolicy
개인,Q844-5,향후 정책 기대는?,p844govhope
개인,Q845-1,디지털 직무의 협상 경험은?,p845negotiation
개인,Q845-2,협상 주제는?,p845topic
개인,Q845-3,협상 장애 요인은?,p845barrier
개인,Q845-4,정부 협상 정책 인식은?,p845govpolicy
개인,Q845-5,향후 정책 기대는?,p845govhope
