구분,문항 번호,질문 내용,변수명
개인,Q204-1,디지털 리터러시 인식 수준은?,p204literacyaware
개인,Q204-2,리터러시 교육 경험은?,p204literacyedu
개인,Q204-3,교육 만족도는?,p204literacysat
개인,Q204-4,추가 교육 희망 여부는?,p204literacywill
개인,Q204-5,정부 지원 인식은?,p204literacygov
개인,Q205-1,디지털 포용성 인식 수준은?,p205inclusionaware
개인,Q205-2,포용정책 체감도는?,p205inclusionfeel
개인,Q205-3,개선 필요 분야는?,p205inclusionneed
개인,Q205-4,정부 역할 기대는?,p205inclusiongov
개인,Q205-5,향후 참여 의향은?,p205inclusionwill
개인,Q206-1,온라인 활동에서의 자유 인식은?,p206freedomaware
개인,Q206-2,자유 침해 경험은?,p206freedomexp
개인,Q206-3,대응 방식은?,p206freedomreact
개인,Q206-4,보호 장치 인식은?,p206freedomprotect
개인,Q206-5,개선 필요성 인식은?,p206freedomneed
개인,Q207-1,디지털 소양 교육 경험은?,p207edu
개인,Q207-2,교육 내용은?,p207educontent
개인,Q207-3,교육 채널은?,p207educhannel
개인,Q207-4,교육 만족도는?,p207edusat
개인,Q207-5,재교육 희망 여부는?,p207eduwill
개인,Q208-1,디지털 공정성 인식 수준은?,p208fairaware
개인,Q208-2,불공정 사례 인식은?,p208faircase
개인,Q208-3,개선 필요 분야는?,p208fairneed
개인,Q208-4,정부 정책 인식은?,p208fairgov
개인,Q208-5,정책 만족도는?,p208fairsat
