구분,문항 번호,질문 내용,변수명
개인,Q519-1,디지털 커뮤니케이션에 대한 이해도는?,p519understanding
개인,Q519-2,커뮤니케이션 방식 변화 경험은?,p519change
개인,Q519-3,커뮤니케이션에서의 갈등 경험은?,p519conflict
개인,Q519-4,정부 커뮤니케이션 교육 정책 인식은?,p519govpolicy
개인,Q519-5,향후 정책 기대는?,p519govhope
개인,Q520-1,디지털 소비 행태 인식은?,p520behavior
개인,Q520-2,과소비 경험은?,p520overspend
개인,Q520-3,소비 조절 노력은?,p520control
개인,Q520-4,정부 소비 관련 교육 정책 인식은?,p520govpolicy
개인,Q520-5,향후 소비 정책 기대는?,p520govhope
개인,Q521-1,디지털 기술로 인한 이웃과의 관계 변화 인식은?,p521neighborhood
개인,Q521-2,이웃 간 소통 빈도는?,p521frequency
개인,Q521-3,이웃 갈등 경험은?,p521conflict
개인,Q521-4,정부 지역사회 강화 정책 인식은?,p521govpolicy
개인,Q521-5,향후 정책 기대는?,p521govhope
개인,Q522-1,디지털 기술에 대한 두려움 존재 여부는?,p522fear
개인,Q522-2,두려움의 원인은?,p522cause
개인,Q522-3,두려움 극복 시도는?,p522effort
개인,Q522-4,정부 디지털 포용 정책 인식은?,p522govpolicy
개인,Q522-5,향후 포용 정책 기대는?,p522govhope
개인,Q523-1,디지털 정보 홍수에 대한 대응 전략 보유 여부는?,p523strategy
개인,Q523-2,정보 필터링 경험은?,p523filter
개인,Q523-3,정보 선택에서의 어려움은?,p523difficulty
개인,Q523-4,정부 정보 선별 교육 정책 인식은?,p523govpolicy
개인,Q523-5,향후 교육 정책 기대는?,p523govhope
