구분,문항 번호,질문 내용,변수명
개인,Q1206-1,디지털 직무의 협업 도구 활용 경험은?,p1206collab
개인,Q1206-2,협업 도구 활용 목적은?,p1206purpose
개인,Q1206-3,협업 도구 활용 문제는?,p1206barrier
개인,Q1206-4,정부 협업 도구 정책 인식은?,p1206govpolicy
개인,Q1206-5,향후 정책 기대는?,p1206govhope
개인,Q1207-1,디지털 직무의 실시간 소통 도구 활용 경험은?,p1207realtime
개인,Q1207-2,실시간 소통 도구 활용 목적은?,p1207purpose
개인,Q1207-3,소통 도구 활용 문제는?,p1207barrier
개인,Q1207-4,정부 소통 정책 인식은?,p1207govpolicy
개인,Q1207-5,향후 정책 기대는?,p1207govhope
개인,Q1208-1,디지털 직무의 자동화 워크플로우 사용 경험은?,p1208workflow
개인,Q1208-2,워크플로우 활용 목적은?,p1208purpose
개인,Q1208-3,활용 장애 요인은?,p1208barrier
개인,Q1208-4,정부 워크플로우 정책 인식은?,p1208govpolicy
개인,Q1208-5,향후 정책 기대는?,p1208govhope
개인,Q1209-1,디지털 직무의 보안 인증 시스템 활용 경험은?,p1209auth
개인,Q1209-2,보안 인증 목적은?,p1209purpose
개인,Q1209-3,보안 인증 어려움은?,p1209barrier
개인,Q1209-4,정부 보안 인증 정책 인식은?,p1209govpolicy
개인,Q1209-5,향후 정책 기대는?,p1209govhope
