구분,문항 번호,질문 내용,변수명
개인,Q1362-1,디지털 직무의 AI 기반 헬스케어 맞춤형 운동 추천 시스템 사용 경험은?,p1362fitness
개인,Q1362-2,사용 목적은?,p1362purpose
개인,Q1362-3,사용 시 장애 요인은?,p1362barrier
개인,Q1362-4,정부 운동 추천 정책 인식은?,p1362govpolicy
개인,Q1362-5,향후 정책 기대는?,p1362govhope
개인,Q1363-1,디지털 직무의 AI 기반 식단 추천 시스템 사용 경험은?,p1363diet
개인,Q1363-2,사용 목적은?,p1363purpose
개인,Q1363-3,사용 시 장애 요인은?,p1363barrier
개인,Q1363-4,정부 식단 정책 인식은?,p1363govpolicy
개인,Q1363-5,향후 정책 기대는?,p1363govhope
개인,Q1364-1,디지털 직무의 AI 기반 정신 건강 모니터링 시스템 사용 경험은?,p1364mental
개인,Q1364-2,사용 목적은?,p1364purpose
개인,Q1364-3,사용 시 장애 요인은?,p1364barrier
개인,Q1364-4,정부 정신 건강 정책 인식은?,p1364govpolicy
개인,Q1364-5,향후 정책 기대는?,p1364govhope
개인,Q1365-1,디지털 직무의 AI 기반 건강 위험 예측 시스템 사용 경험은?,p1365healthrisk
개인,Q1365-2,사용 목적은?,p1365purpose
개인,Q1365-3,사용 시 장애 요인은?,p1365barrier
개인,Q1365-4,정부 건강 예측 정책 인식은?,p1365govpolicy
개인,Q1365-5,향후 정책 기대는?,p1365govhope
