구분,문항 번호,질문 내용,변수명
개인,Q1382-1,디지털 직무의 AI 기반 수술 위험도 예측 시스템 사용 경험은?,p1382risk
개인,Q1382-2,사용 목적은?,p1382purpose
개인,Q1382-3,사용 시 장애 요인은?,p1382barrier
개인,Q1382-4,정부 수술 위험 정책 인식은?,p1382govpolicy
개인,Q1382-5,향후 정책 기대는?,p1382govhope
개인,Q1383-1,디지털 직무의 AI 기반 헬스케어 앱 활용도는?,p1383app
개인,Q1383-2,사용 목적은?,p1383purpose
개인,Q1383-3,사용 시 장애 요인은?,p1383barrier
개인,Q1383-4,정부 헬스케어 앱 정책 인식은?,p1383govpolicy
개인,Q1383-5,향후 정책 기대는?,p1383govhope
개인,Q1384-1,디지털 직무의 AI 기반 생체신호 감지 시스템 사용 경험은?,p1384biosignal
개인,Q1384-2,사용 목적은?,p1384purpose
개인,Q1384-3,사용 시 장애 요인은?,p1384barrier
개인,Q1384-4,정부 생체신호 정책 인식은?,p1384govpolicy
개인,Q1384-5,향후 정책 기대는?,p1384govhope
개인,Q1385-1,디지털 직무의 AI 기반 웨어러블 디바이스 활용도는?,p1385wearable
개인,Q1385-2,사용 목적은?,p1385purpose
개인,Q1385-3,사용 시 장애 요인은?,p1385barrier
개인,Q1385-4,정부 웨어러블 정책 인식은?,p1385govpolicy
개인,Q1385-5,향후 정책 기대는?,p1385govhope
