구분,문항 번호,질문 내용,변수명
개인,Q1022-1,디지털 직무의 팀워크 경험은?,p1022teamwork
개인,Q1022-2,팀워크 촉진 요인은?,p1022factor
개인,Q1022-3,팀워크 방해 요인은?,p1022barrier
개인,Q1022-4,정부 팀워크 지원 정책 인식은?,p1022govpolicy
개인,Q1022-5,향후 정책 기대는?,p1022govhope
개인,Q1023-1,디지털 직무의 회의 문화에 대한 인식은?,p1023meeting
개인,Q1023-2,효율적인 회의 방식은?,p1023efficient
개인,Q1023-3,비효율적 회의 사례는?,p1023inefficient
개인,Q1023-4,정부 회의 문화 개선 정책 인식은?,p1023govpolicy
개인,Q1023-5,향후 정책 기대는?,p1023govhope
개인,Q1024-1,디지털 직무의 학습 조직 경험은?,p1024learning
개인,Q1024-2,학습 조직의 특징은?,p1024feature
개인,Q1024-3,학습 장애 요인은?,p1024barrier
개인,Q1024-4,정부 학습 조직 지원 정책 인식은?,p1024govpolicy
개인,Q1024-5,향후 정책 기대는?,p1024govhope
개인,Q1025-1,디지털 직무의 정서적 소진 경험은?,p1025burnout
개인,Q1025-2,소진 원인은?,p1025cause
개인,Q1025-3,소진 회복 전략은?,p1025recovery
개인,Q1025-4,정부 정서 회복 지원 정책 인식은?,p1025govpolicy
개인,Q1025-5,향후 정책 기대는?,p1025govhope
