구분,문항 번호,질문 내용,변수명
개인,Q459-1,디지털 기술과 환경 문제 인식은?,p459env
개인,Q459-2,디지털 기기 사용이 환경에 미치는 영향은?,p459impact
개인,Q459-3,환경보호 실천 여부는?,p459practice
개인,Q459-4,정부의 환경 대응 정책 인식은?,p459govpolicy
개인,Q459-5,향후 환경 정책 기대는?,p459govhope
개인,Q460-1,디지털 기술이 사회적 연결에 미친 영향은?,p460connect
개인,Q460-2,연결의 긍정적 변화는?,p460positive
개인,Q460-3,연결의 부정적 영향은?,p460negative
개인,Q460-4,정부의 사회 연결 정책 인식은?,p460govpolicy
개인,Q460-5,향후 사회 연결 정책 기대는?,p460govhope
개인,Q461-1,디지털 기술에 대한 전반적 신뢰도는?,p461trust
개인,Q461-2,신뢰 형성에 도움이 된 경험은?,p461positive
개인,Q461-3,신뢰 저하 요인은?,p461negative
개인,Q461-4,정부의 신뢰 회복 정책 인식은?,p461govpolicy
개인,Q461-5,향후 신뢰 강화 정책 기대는?,p461govhope
개인,Q462-1,디지털 사회에서의 불평등 인식은?,p462inequality
개인,Q462-2,불평등 경험은?,p462experience
개인,Q462-3,불평등 해소를 위한 노력은?,p462effort
개인,Q462-4,정부의 불평등 해소 정책 인식은?,p462govpolicy
개인,Q462-5,향후 불평등 해소 정책 기대는?,p462govhope
개인,Q463-1,디지털 사회의 안전망 인식은?,p463safety
개인,Q463-2,안전망 체감 경험은?,p463experience
개인,Q463-3,안전망의 부족한 부분은?,p463gap
개인,Q463-4,정부 안전망 정책 인식은?,p463govpolicy
개인,Q463-5,향후 정책 개선 기대는?,p463govhope
