구분,문항 번호,질문 내용,변수명
개인,Q594-1,디지털 기술 기반 사회 변화에 대한 수용 태도는?,p594acceptance
개인,Q594-2,변화 수용에 도움이 된 요인은?,p594help
개인,Q594-3,변화 수용의 장애 요인은?,p594barrier
개인,Q594-4,정부 변화 수용 지원 정책 인식은?,p594govpolicy
개인,Q594-5,향후 정책 기대는?,p594govhope
개인,Q595-1,디지털 사회의 정책 참여 기회 경험은?,p595participation
개인,Q595-2,정책 참여 방식은?,p595method
개인,Q595-3,참여 시 느낀 장벽은?,p595barrier
개인,Q595-4,정부 정책 참여 확대 노력 인식은?,p595govpolicy
개인,Q595-5,향후 정책 기대는?,p595govhope
개인,Q596-1,디지털 기술을 통한 자아 실현 경험은?,p596selfreal
개인,Q596-2,자아 실현 수단은?,p596method
개인,Q596-3,자아 실현의 장애 요인은?,p596barrier
개인,Q596-4,정부 자아 실현 지원 정책 인식은?,p596govpolicy
개인,Q596-5,향후 정책 기대는?,p596govhope
개인,Q597-1,디지털 사회에서의 교육 접근성은?,p597access
개인,Q597-2,접근성의 어려움은?,p597difficulty
개인,Q597-3,접근성 향상을 위한 개인 노력은?,p597effort
개인,Q597-4,정부 교육 접근성 정책 인식은?,p597govpolicy
개인,Q597-5,향후 정책 기대는?,p597govhope
개인,Q598-1,디지털 사회에서 느끼는 삶의 만족도는?,p598satisfaction
개인,Q598-2,만족도를 높인 요인은?,p598factor
개인,Q598-3,만족도 저해 요인은?,p598barrier
개인,Q598-4,정부 삶의 질 향상 정책 인식은?,p598govpolicy
개인,Q598-5,향후 정책 기대는?,p598govhope
