구분,문항 번호,질문 내용,변수명
개인,Q1218-1,디지털 직무의 이러닝 콘텐츠 이용 경험은?,p1218elearn
개인,Q1218-2,이러닝 콘텐츠 이용 목적은?,p1218purpose
개인,Q1218-3,이용 시 어려움은?,p1218barrier
개인,Q1218-4,정부 이러닝 정책 인식은?,p1218govpolicy
개인,Q1218-5,향후 정책 기대는?,p1218govhope
개인,Q1219-1,디지털 직무의 웹 기반 교육 수료 경험은?,p1219webedu
개인,Q1219-2,수료 목적은?,p1219purpose
개인,Q1219-3,수료 과정의 어려움은?,p1219barrier
개인,Q1219-4,정부 웹 교육 정책 인식은?,p1219govpolicy
개인,Q1219-5,향후 정책 기대는?,p1219govhope
개인,Q1220-1,디지털 직무의 온라인 자격증 취득 경험은?,p1220cert
개인,Q1220-2,취득한 자격증 종류는?,p1220type
개인,Q1220-3,취득 과정의 어려움은?,p1220barrier
개인,Q1220-4,정부 자격증 정책 인식은?,p1220govpolicy
개인,Q1220-5,향후 정책 기대는?,p1220govhope
개인,Q1221-1,디지털 직무의 기술 훈련 프로그램 참여 경험은?,p1221train
개인,Q1221-2,훈련 참여 목적은?,p1221purpose
개인,Q1221-3,참여 시 어려움은?,p1221barrier
개인,Q1221-4,정부 훈련 정책 인식은?,p1221govpolicy
개인,Q1221-5,향후 정책 기대는?,p1221govhope
