구분,문항 번호,질문 내용,변수명
개인,Q1150-1,디지털 직무의 인공지능 도입 인식은?,p1150ai
개인,Q1150-2,AI 도입 시 기대 효과는?,p1150benefit
개인,Q1150-3,AI 도입 시 우려 요인은?,p1150concern
개인,Q1150-4,정부 AI 도입 정책 인식은?,p1150govpolicy
개인,Q1150-5,향후 정책 기대는?,p1150govhope
개인,Q1151-1,디지털 직무의 클라우드 서비스 활용 경험은?,p1151cloud
개인,Q1151-2,클라우드 서비스 장점은?,p1151adv
개인,Q1151-3,클라우드 서비스 단점은?,p1151disadv
개인,Q1151-4,정부 클라우드 정책 인식은?,p1151govpolicy
개인,Q1151-5,향후 정책 기대는?,p1151govhope
개인,Q1152-1,디지털 직무의 사이버 공격 경험은?,p1152attack
개인,Q1152-2,공격 대응 경험은?,p1152response
개인,Q1152-3,보안 대응 강화 방안은?,p1152solution
개인,Q1152-4,정부 보안 대응 정책 인식은?,p1152govpolicy
개인,Q1152-5,향후 정책 기대는?,p1152govhope
개인,Q1153-1,디지털 직무의 개인정보 유출 경험은?,p1153leak
개인,Q1153-2,유출 시 대처 경험은?,p1153response
개인,Q1153-3,개인정보 보호 강화 방안은?,p1153solution
개인,Q1153-4,정부 개인정보 정책 인식은?,p1153govpolicy
개인,Q1153-5,향후 정책 기대는?,p1153govhope
