구분,문항 번호,질문 내용,변수명
개인,Q419-1,디지털 윤리에 대한 인식 수준은?,p419ethics
개인,Q419-2,윤리 교육 경험 여부는?,p419eduexp
개인,Q419-3,윤리적 갈등 경험은?,p419conflict
개인,Q419-4,정부 윤리 기준 정책 인식은?,p419govpolicy
개인,Q419-5,향후 윤리 강화 기대는?,p419govhope
개인,Q420-1,디지털 기술 접근성 인식은?,p420access
개인,Q420-2,접근성 장애 요인은?,p420barrier
개인,Q420-3,접근성 개선 노력은?,p420effort
개인,Q420-4,정부 접근성 정책 체감도는?,p420govfeel
개인,Q420-5,향후 정책 개선 기대는?,p420govhope
개인,Q421-1,디지털 기술의 사회적 책임 인식은?,p421responsibility
개인,Q421-2,책임 주체에 대한 인식은?,p421actor
개인,Q421-3,책임 회피 사례 경험은?,p421avoidance
개인,Q421-4,정부의 책임 제도 정책 인식은?,p421govpolicy
개인,Q421-5,책임 강화를 위한 정책 기대는?,p421govhope
개인,Q422-1,디지털 기술 변화 수용 속도 인식은?,p422speed
개인,Q422-2,속도에 대한 부담감은?,p422burden
개인,Q422-3,부담 해소 방법은?,p422solution
개인,Q422-4,정부 변화 속도 조절 정책 인식은?,p422govpolicy
개인,Q422-5,향후 수용 지원 정책 기대는?,p422govhope
개인,Q423-1,디지털 정책 참여 경험은?,p423exp
개인,Q423-2,참여 방식은?,p423method
개인,Q423-3,참여 만족도는?,p423satisfaction
개인,Q423-4,참여 개선점은?,p423improve
개인,Q423-5,향후 참여 의향은?,p423will
