구분,문항 번호,질문 내용,변수명
개인,Q294-1,디지털 리터러시 교육 필요성 인식은?,p294litneed
개인,Q294-2,중점 교육 영역은?,p294littarget
개인,Q294-3,기존 교육 만족도는?,p294litsat
개인,Q294-4,교육 개선 희망은?,p294litimprove
개인,Q294-5,참여 의향은?,p294litwill
개인,Q295-1,디지털 기술 변화에 대한 기대는?,p295expect
개인,Q295-2,변화 체감 수준은?,p295feel
개인,Q295-3,기대와 현실 간 괴리는?,p295gap
개인,Q295-4,정부 정책의 기대 충족도는?,p295policy
개인,Q295-5,향후 대응 의향은?,p295plan
개인,Q296-1,디지털 사회 적응 정도는?,p296adapt
개인,Q296-2,적응 장애 요인은?,p296barrier
개인,Q296-3,적응 도우미 경험은?,p296helper
개인,Q296-4,정부 지원 체감은?,p296gov
개인,Q296-5,지속 적응 의향은?,p296will
개인,Q297-1,디지털 소외 해소 정책 인식은?,p297aware
개인,Q297-2,정책 접촉 경험은?,p297contact
개인,Q297-3,정책 효과 체감은?,p297effect
개인,Q297-4,개선 필요 정책은?,p297fix
개인,Q297-5,향후 정책 참여 의향은?,p297will
개인,Q298-1,디지털 서비스 격차 체감은?,p298gapfeel
개인,Q298-2,격차 원인은?,p298cause
개인,Q298-3,격차 해소 노력은?,p298effort
개인,Q298-4,정부 역할 인식은?,p298gov
개인,Q298-5,정책 기대는?,p298hope
