구분,문항 번호,질문 내용,변수명
개인,Q1406-1,디지털 직무의 AI 기반 의료 인력 수급 예측 시스템 사용 경험은?,p1406staff
개인,Q1406-2,사용 목적은?,p1406purpose
개인,Q1406-3,사용 시 장애 요인은?,p1406barrier
개인,Q1406-4,정부 의료 인력 정책 인식은?,p1406govpolicy
개인,Q1406-5,향후 정책 기대는?,p1406govhope
개인,Q1407-1,디지털 직무의 AI 기반 재난 대응 시뮬레이션 사용 경험은?,p1407disaster
개인,Q1407-2,사용 목적은?,p1407purpose
개인,Q1407-3,사용 시 장애 요인은?,p1407barrier
개인,Q1407-4,정부 재난 대응 정책 인식은?,p1407govpolicy
개인,Q1407-5,향후 정책 기대는?,p1407govhope
개인,Q1408-1,디지털 직무의 AI 기반 병원 내 감염 제어 시스템 사용 경험은?,p1408infection
개인,Q1408-2,사용 목적은?,p1408purpose
개인,Q1408-3,사용 시 장애 요인은?,p1408barrier
개인,Q1408-4,정부 감염 제어 정책 인식은?,p1408govpolicy
개인,Q1408-5,향후 정책 기대는?,p1408govhope
개인,Q1409-1,디지털 직무의 AI 기반 의약품 공급망 시스템 사용 경험은?,p1409drug
개인,Q1409-2,사용 목적은?,p1409purpose
개인,Q1409-3,사용 시 장애 요인은?,p1409barrier
개인,Q1409-4,정부 의약품 정책 인식은?,p1409govpolicy
개인,Q1409-5,향후 정책 기대는?,p1409govhope
