구분,문항 번호,질문 내용,변수명
개인,Q1042-1,디지털 직무의 채용 과정 만족도는?,p1042recruit
개인,Q1042-2,채용 절차의 공정성 인식은?,p1042fairness
개인,Q1042-3,채용 과정 개선 요구는?,p1042improve
개인,Q1042-4,정부 채용 정책 인식은?,p1042govpolicy
개인,Q1042-5,향후 정책 기대는?,p1042govhope
개인,Q1043-1,디지털 직무의 성과 평가 방식 인식은?,p1043eval
개인,Q1043-2,성과 평가 기준 만족도는?,p1043satisfaction
개인,Q1043-3,성과 평가 개선 의견은?,p1043opinion
개인,Q1043-4,정부 성과 평가 정책 인식은?,p1043govpolicy
개인,Q1043-5,향후 정책 기대는?,p1043govhope
개인,Q1044-1,디지털 직무의 승진 기회 인식은?,p1044promotion
개인,Q1044-2,승진 기회 불만 원인은?,p1044dissatisfy
개인,Q1044-3,승진 기준에 대한 인식은?,p1044criteria
개인,Q1044-4,정부 승진 제도 정책 인식은?,p1044govpolicy
개인,Q1044-5,향후 정책 기대는?,p1044govhope
개인,Q1045-1,디지털 직무의 복무 제도 이해도는?,p1045system
개인,Q1045-2,복무 제도 개선 요구는?,p1045improve
개인,Q1045-3,복무 제도 만족도는?,p1045satisfaction
개인,Q1045-4,정부 복무 정책 인식은?,p1045govpolicy
개인,Q1045-5,향후 정책 기대는?,p1045govhope
