구분,문항 번호,질문 내용,변수명
개인,Q1294-1,디지털 직무의 AI 기반 성과 평가 시스템 사용 경험은?,p1294eval
개인,Q1294-2,사용 목적은?,p1294purpose
개인,Q1294-3,사용 시 장애 요인은?,p1294barrier
개인,Q1294-4,정부 성과 평가 시스템 정책 인식은?,p1294govpolicy
개인,Q1294-5,향후 정책 기대는?,p1294govhope
개인,Q1295-1,디지털 직무의 AI 기반 채용 시스템 사용 경험은?,p1295hire
개인,Q1295-2,사용 목적은?,p1295purpose
개인,Q1295-3,사용 시 장애 요인은?,p1295barrier
개인,Q1295-4,정부 채용 시스템 정책 인식은?,p1295govpolicy
개인,Q1295-5,향후 정책 기대는?,p1295govhope
개인,Q1296-1,디지털 직무의 AI 기반 교육 시스템 사용 경험은?,p1296edu
개인,Q1296-2,사용 목적은?,p1296purpose
개인,Q1296-3,사용 시 장애 요인은?,p1296barrier
개인,Q1296-4,정부 교육 시스템 정책 인식은?,p1296govpolicy
개인,Q1296-5,향후 정책 기대는?,p1296govhope
개인,Q1297-1,디지털 직무의 AI 기반 고객 응대 시스템 사용 경험은?,p1297service
개인,Q1297-2,사용 목적은?,p1297purpose
개인,Q1297-3,사용 시 장애 요인은?,p1297barrier
개인,Q1297-4,정부 고객 응대 시스템 정책 인식은?,p1297govpolicy
개인,Q1297-5,향후 정책 기대는?,p1297govhope
