구분,문항 번호,질문 내용,변수명
개인,Q344-1,디지털 시대의 삶에 대한 만족도는?,p344lifesat
개인,Q344-2,불만족 주요 원인은?,p344dissatwhy
개인,Q344-3,개선 희망 영역은?,p344fixarea
개인,Q344-4,정부 정책 효과 인식은?,p344polimpact
개인,Q344-5,향후 삶에 대한 기대는?,p344lifehope
개인,Q345-1,디지털 정보 접근 경험은?,p345accexp
개인,Q345-2,접근 수단은?,p345accessway
개인,Q345-3,정보의 질에 대한 인식은?,p345infoquality
개인,Q345-4,정보 부족 경험은?,p345infoshort
개인,Q345-5,정부 정보 제공 만족도는?,p345govinfo
개인,Q346-1,디지털 기술 활용 분야는?,p346usefield
개인,Q346-2,활용 만족도는?,p346usesat
개인,Q346-3,불만족 이유는?,p346dissatwhy
개인,Q346-4,개선 희망 기술은?,p346fixtech
개인,Q346-5,기술 변화 기대는?,p346hope
개인,Q347-1,디지털 사회에 대한 전반적 신뢰도는?,p347trust
개인,Q347-2,신뢰 형성 요인은?,p347trustfactor
개인,Q347-3,신뢰 저해 요인은?,p347distrustfactor
개인,Q347-4,신뢰 회복 방안은?,p347trustrecovery
개인,Q347-5,정부 신뢰도는?,p347govtrust
개인,Q348-1,디지털 기술에 대한 학습 의향은?,p348learnwill
개인,Q348-2,학습 희망 분야는?,p348learnfield
개인,Q348-3,학습 장애 요인은?,p348barrier
개인,Q348-4,정부 지원 필요성 인식은?,p348govneed
개인,Q348-5,학습 기대 효과는?,p348effect
