구분,문항 번호,질문 내용,변수명
개인,Q806-1,디지털 직무의 직업 만족 수준은?,p806satisfaction
개인,Q806-2,직업 만족 요인은?,p806factor
개인,Q806-3,직업 불만족 요인은?,p806barrier
개인,Q806-4,정부 직업 만족 정책 인식은?,p806govpolicy
개인,Q806-5,향후 정책 기대는?,p806govhope
개인,Q807-1,디지털 직무의 창의성 발휘 정도는?,p807creativity
개인,Q807-2,창의성 발휘 요인은?,p807factor
개인,Q807-3,창의성 저해 요인은?,p807barrier
개인,Q807-4,정부 창의성 정책 인식은?,p807govpolicy
개인,Q807-5,향후 정책 기대는?,p807govhope
개인,Q808-1,디지털 직무의 혁신 인식은?,p808innovation
개인,Q808-2,혁신 사례 경험은?,p808experience
개인,Q808-3,혁신 장애 요인은?,p808barrier
개인,Q808-4,정부 혁신 정책 인식은?,p808govpolicy
개인,Q808-5,향후 정책 기대는?,p808govhope
개인,Q809-1,디지털 직무의 생애 경로 인식은?,p809path
개인,Q809-2,생애 경로 설계 경험은?,p809design
개인,Q809-3,경로 설계 장애 요인은?,p809barrier
개인,Q809-4,정부 생애 경로 정책 인식은?,p809govpolicy
개인,Q809-5,향후 정책 기대는?,p809govhope
