구분,문항 번호,질문 내용,변수명
개인,Q1102-1,디지털 직무의 기술 변화 대응 경험은?,p1102techadapt
개인,Q1102-2,기술 변화 대응의 어려움은?,p1102barrier
개인,Q1102-3,기술 변화 대응 방안은?,p1102solution
개인,Q1102-4,정부 기술 변화 정책 인식은?,p1102govpolicy
개인,Q1102-5,향후 정책 기대는?,p1102govhope
개인,Q1103-1,디지털 직무의 교육 훈련 참여 경험은?,p1103training
개인,Q1103-2,훈련 참여 장애 요인은?,p1103barrier
개인,Q1103-3,훈련 제도 개선 방안은?,p1103solution
개인,Q1103-4,정부 훈련 정책 인식은?,p1103govpolicy
개인,Q1103-5,향후 정책 기대는?,p1103govhope
개인,Q1104-1,디지털 직무의 평가 기준 인식은?,p1104criteria
개인,Q1104-2,평가 기준 불만 요인은?,p1104barrier
개인,Q1104-3,평가 기준 개선 방안은?,p1104solution
개인,Q1104-4,정부 평가 정책 인식은?,p1104govpolicy
개인,Q1104-5,향후 정책 기대는?,p1104govhope
개인,Q1105-1,디지털 직무의 인사 관리 경험은?,p1105hr
개인,Q1105-2,인사 관리 문제점은?,p1105problem
개인,Q1105-3,인사 제도 개선 방안은?,p1105solution
개인,Q1105-4,정부 인사 정책 인식은?,p1105govpolicy
개인,Q1105-5,향후 정책 기대는?,p1105govhope
