구분,문항 번호,질문 내용,변수명
개인,Q1122-1,디지털 직무의 기술 변화 적응도는?,p1122adapt
개인,Q1122-2,기술 변화 적응 어려움은?,p1122barrier
개인,Q1122-3,적응 지원 방안은?,p1122solution
개인,Q1122-4,정부 적응 정책 인식은?,p1122govpolicy
개인,Q1122-5,향후 정책 기대는?,p1122govhope
개인,Q1123-1,디지털 직무의 조직 내 정보 공유 수준은?,p1123share
개인,Q1123-2,정보 공유 장애 요인은?,p1123barrier
개인,Q1123-3,정보 공유 촉진 방안은?,p1123solution
개인,Q1123-4,정부 정보 공유 정책 인식은?,p1123govpolicy
개인,Q1123-5,향후 정책 기대는?,p1123govhope
개인,Q1124-1,디지털 직무의 자기 개발 노력 수준은?,p1124dev
개인,Q1124-2,자기 개발 장애 요인은?,p1124barrier
개인,Q1124-3,개발 지원 방안은?,p1124solution
개인,Q1124-4,정부 자기 개발 정책 인식은?,p1124govpolicy
개인,Q1124-5,향후 정책 기대는?,p1124govhope
개인,Q1125-1,디지털 직무의 기술 혁신 수용도는?,p1125innovation
개인,Q1125-2,혁신 수용 장애 요인은?,p1125barrier
개인,Q1125-3,혁신 수용 촉진 방안은?,p1125solution
개인,Q1125-4,정부 혁신 정책 인식은?,p1125govpolicy
개인,Q1125-5,향후 정책 기대는?,p1125govhope
