구분,문항 번호,질문 내용,변수명
개인,Q814-1,디지털 직무의 미래 직업 전망 인식은?,p814future
개인,Q814-2,미래 직업 준비 상황은?,p814prepare
개인,Q814-3,미래 직업 준비 장애 요인은?,p814barrier
개인,Q814-4,정부 미래 직업 정책 인식은?,p814govpolicy
개인,Q814-5,향후 정책 기대는?,p814govhope
개인,Q815-1,디지털 직무의 사회 안전망 인식은?,p815safety
개인,Q815-2,사회 안전망 이용 경험은?,p815experience
개인,Q815-3,안전망 이용 장애 요인은?,p815barrier
개인,Q815-4,정부 안전망 정책 인식은?,p815govpolicy
개인,Q815-5,향후 정책 기대는?,p815govhope
개인,Q816-1,디지털 직무의 노동권 인식은?,p816rights
개인,Q816-2,노동권 보장 경험은?,p816experience
개인,Q816-3,노동권 침해 경험은?,p816violation
개인,Q816-4,정부 노동권 보호 정책 인식은?,p816govpolicy
개인,Q816-5,향후 정책 기대는?,p816govhope
개인,Q817-1,디지털 직무의 직업 윤리 교육 경험은?,p817ethicstraining
개인,Q817-2,교육의 효과 인식은?,p817effect
개인,Q817-3,윤리 교육 필요성 인식은?,p817need
개인,Q817-4,정부 윤리 교육 정책 인식은?,p817govpolicy
개인,Q817-5,향후 정책 기대는?,p817govhope
