구분,문항 번호,질문 내용,변수명
개인,Q938-1,디지털 직무의 직업 안정성 인식은?,p938security
개인,Q938-2,안정성 판단 기준은?,p938criteria
개인,Q938-3,불안정성 원인은?,p938cause
개인,Q938-4,정부 안정성 확보 정책 인식은?,p938govpolicy
개인,Q938-5,향후 정책 기대는?,p938govhope
개인,Q939-1,디지털 직무의 복리후생 만족도는?,p939benefit
개인,Q939-2,만족하는 복리후생 항목은?,p939item
개인,Q939-3,복지 미비에 대한 인식은?,p939lack
개인,Q939-4,정부 복지 정책 인식은?,p939govpolicy
개인,Q939-5,향후 정책 기대는?,p939govhope
개인,Q940-1,디지털 직무의 직장 내 소통 방식은?,p940method
개인,Q940-2,선호하는 소통 방식은?,p940prefer
개인,Q940-3,소통의 어려움은?,p940barrier
개인,Q940-4,정부 직장 소통 정책 인식은?,p940govpolicy
개인,Q940-5,향후 정책 기대는?,p940govhope
개인,Q941-1,디지털 직무의 삶의 질 만족도는?,p941life
개인,Q941-2,삶의 질에 기여한 요인은?,p941factor
개인,Q941-3,삶의 질 저하 요인은?,p941barrier
개인,Q941-4,정부 삶의 질 정책 인식은?,p941govpolicy
개인,Q941-5,향후 정책 기대는?,p941govhope
