구분,문항 번호,질문 내용,변수명
개인,Q1350-1,디지털 직무의 AI 기반 위험 예보 시스템 사용 경험은?,p1350forecast
개인,Q1350-2,사용 목적은?,p1350purpose
개인,Q1350-3,사용 시 장애 요인은?,p1350barrier
개인,Q1350-4,정부 위험 예보 정책 인식은?,p1350govpolicy
개인,Q1350-5,향후 정책 기대는?,p1350govhope
개인,Q1351-1,디지털 직무의 AI 기반 위험 회피 조정 시스템 사용 경험은?,p1351avoid
개인,Q1351-2,사용 목적은?,p1351purpose
개인,Q1351-3,사용 시 장애 요인은?,p1351barrier
개인,Q1351-4,정부 회피 시스템 정책 인식은?,p1351govpolicy
개인,Q1351-5,향후 정책 기대는?,p1351govhope
개인,Q1352-1,디지털 직무의 AI 기반 범죄 예방 시스템 사용 경험은?,p1352crime
개인,Q1352-2,사용 목적은?,p1352purpose
개인,Q1352-3,사용 시 장애 요인은?,p1352barrier
개인,Q1352-4,정부 범죄 예방 정책 인식은?,p1352govpolicy
개인,Q1352-5,향후 정책 기대는?,p1352govhope
개인,Q1353-1,디지털 직무의 AI 기반 교통 위험 예측 시스템 사용 경험은?,p1353traffic
개인,Q1353-2,사용 목적은?,p1353purpose
개인,Q1353-3,사용 시 장애 요인은?,p1353barrier
개인,Q1353-4,정부 교통 예측 정책 인식은?,p1353govpolicy
개인,Q1353-5,향후 정책 기대는?,p1353govhope
