구분,문항 번호,질문 내용,변수명
개인,Q1202-1,디지털 직무의 플랫폼 수익화 경험은?,p1202monetize
개인,Q1202-2,수익화 방식은?,p1202method
개인,Q1202-3,수익화 장애 요인은?,p1202barrier
개인,Q1202-4,정부 수익화 지원 정책 인식은?,p1202govpolicy
개인,Q1202-5,향후 정책 기대는?,p1202govhope
개인,Q1203-1,디지털 직무의 크리에이터 활동 경험은?,p1203creator
개인,Q1203-2,크리에이터 활동 목적은?,p1203purpose
개인,Q1203-3,활동 장애 요인은?,p1203barrier
개인,Q1203-4,정부 크리에이터 정책 인식은?,p1203govpolicy
개인,Q1203-5,향후 정책 기대는?,p1203govhope
개인,Q1204-1,디지털 직무의 SNS 활용 경험은?,p1204sns
개인,Q1204-2,SNS 활용 목적은?,p1204purpose
개인,Q1204-3,SNS 활용 문제는?,p1204barrier
개인,Q1204-4,정부 SNS 정책 인식은?,p1204govpolicy
개인,Q1204-5,향후 정책 기대는?,p1204govhope
개인,Q1205-1,디지털 직무의 디지털 역량 자가평가는?,p1205competence
개인,Q1205-2,디지털 역량 강화 필요성 인식은?,p1205need
개인,Q1205-3,강화 방법은?,p1205method
개인,Q1205-4,정부 디지털 역량 정책 인식은?,p1205govpolicy
개인,Q1205-5,향후 정책 기대는?,p1205govhope
