구분,문항 번호,질문 내용,변수명
개인,Q878-1,디지털 직무의 창의성 발휘 경험은?,p878creativity
개인,Q878-2,창의성 발휘 요인은?,p878factor
개인,Q878-3,창의성 제약 요인은?,p878barrier
개인,Q878-4,정부 창의성 지원 정책 인식은?,p878govpolicy
개인,Q878-5,향후 정책 기대는?,p878govhope
개인,Q879-1,디지털 직무의 자원 접근성은?,p879access
개인,Q879-2,자원 부족 경험은?,p879lack
개인,Q879-3,자원 활용의 장애물은?,p879barrier
개인,Q879-4,정부 자원 지원 정책 인식은?,p879govpolicy
개인,Q879-5,향후 정책 기대는?,p879govhope
개인,Q880-1,디지털 직무의 직장 내 소통 만족도는?,p880communication
개인,Q880-2,소통이 원활한 이유는?,p880reason
개인,Q880-3,소통 장애 요인은?,p880barrier
개인,Q880-4,정부 소통 개선 정책 인식은?,p880govpolicy
개인,Q880-5,향후 정책 기대는?,p880govhope
개인,Q881-1,디지털 직무의 교육 필요성 인식은?,p881edu
개인,Q881-2,필요한 교육 주제는?,p881topic
개인,Q881-3,교육 참여의 장애 요인은?,p881barrier
개인,Q881-4,정부 교육 지원 정책 인식은?,p881govpolicy
개인,Q881-5,향후 정책 기대는?,p881govhope
