구분,문항 번호,질문 내용,변수명
개인,Q70-1,도서 구매 경로는?,p70bookpath
개인,Q70-2,도서 구매 시 고려 요소는?,p70bookfactor
개인,Q70-3,도서 할인 경험은?,p70bookdiscount
개인,Q70-4,도서정가제 인식은?,p70booklawaware
개인,Q70-5,정가제 개선 필요성은?,p70booklawimprove
개인,Q71-1,장애인 복지 인식 수준은?,p71disaware
개인,Q71-2,장애인 복지 정책 인지도는?,p71dispolaware
개인,Q71-3,복지 접근성에 대한 인식은?,p71disaccess
개인,Q71-4,복지 개선 요구사항은?,p71disimprove
개인,Q71-5,복지정책 만족도는?,p71dissat
개인,Q72-1,노인 정책 인지도는?,p72oldaware
개인,Q72-2,노인 지원 정책 이용 경험은?,p72olduse
개인,Q72-3,노인 복지시설 만족도는?,p72oldsat
개인,Q72-4,정책 개선 필요성은?,p72oldimprove
개인,Q72-5,향후 정책 참여 의향은?,p72oldplan
개인,Q73-1,아동 복지 인지도는?,p73childaware
개인,Q73-2,복지 정책 수혜 경험은?,p73childuse
개인,Q73-3,보육 서비스 만족도는?,p73childcare
개인,Q73-4,정책 개선 요구 사항은?,p73childimprove
개인,Q73-5,정책 참여 의향은?,p73childplan
개인,Q74-1,청소년 정책 인식은?,p74teenaware
개인,Q74-2,청소년 보호 정책 만족도는?,p74teensat
개인,Q74-3,정책 참여 경험은?,p74teenuse
개인,Q74-4,정책 정보 획득 경로는?,p74teeninfo
개인,Q74-5,정책 개선 필요사항은?,p74teenimprove
개인,Q75-1,직장 내 성평등 인식은?,p75genderaware
개인,Q75-2,성차별 경험 유무는?,p75genderexp
개인,Q75-3,성평등 정책 인지도는?,p75genderpol
개인,Q75-4,정책 개선 의견은?,p75genderimprove
개인,Q75-5,성평등 실현 의지는?,p75genderwill
