구분,문항 번호,질문 내용,변수명
개인,Q429-1,디지털 헬스케어 서비스 이용 경험은?,p429use
개인,Q429-2,서비스 만족도는?,p429satisfaction
개인,Q429-3,이용 중 불편사항은?,p429issue
개인,Q429-4,정부 서비스 품질 개선 체감도는?,p429govfeel
개인,Q429-5,향후 서비스 확대 기대는?,p429govhope
개인,Q430-1,디지털 기술의 교육분야 활용 인식은?,p430edu
개인,Q430-2,활용 기대 효과는?,p430effect
개인,Q430-3,우려되는 부작용은?,p430concern
개인,Q430-4,정부 교육 디지털화 정책 인식은?,p430govpolicy
개인,Q430-5,향후 정책 기대는?,p430govhope
개인,Q431-1,디지털 복지서비스 이용 경험은?,p431use
개인,Q431-2,복지서비스 접근 용이성은?,p431access
개인,Q431-3,복지서비스 불편사항은?,p431issue
개인,Q431-4,정부 복지서비스 개선 체감도는?,p431govfeel
개인,Q431-5,향후 복지서비스 기대는?,p431govhope
개인,Q432-1,디지털 기술로 인한 문화생활 변화는?,p432culture
개인,Q432-2,문화생활 만족도는?,p432satisfaction
개인,Q432-3,변화에 대한 적응 경험은?,p432adapt
개인,Q432-4,정부 문화 정책 인식은?,p432govpolicy
개인,Q432-5,향후 문화 정책 기대는?,p432govhope
개인,Q433-1,디지털 금융 서비스 이용 경험은?,p433use
개인,Q433-2,이용 시 신뢰도는?,p433trust
개인,Q433-3,보안 우려는?,p433security
개인,Q433-4,정부 금융 보안 정책 인식은?,p433govpolicy
개인,Q433-5,향후 정책 기대는?,p433govhope
