구분,문항 번호,질문 내용,변수명
개인,Q549-1,디지털 리터러시 수준 자가 인식은?,p549literacy
개인,Q549-2,리터러시 교육 참여 경험은?,p549education
개인,Q549-3,리터러시 향상 노력은?,p549effort
개인,Q549-4,정부 리터러시 정책 인식은?,p549govpolicy
개인,Q549-5,향후 정책 기대는?,p549govhope
개인,Q550-1,디지털 기술 관련 법적 분쟁 경험은?,p550dispute
개인,Q550-2,분쟁 해결 방식은?,p550resolution
개인,Q550-3,분쟁 해결 만족도는?,p550satisfaction
개인,Q550-4,정부 법률 지원 정책 인식은?,p550govpolicy
개인,Q550-5,향후 법률 지원 기대는?,p550govhope
개인,Q551-1,디지털 경제 참여 경험은?,p551participation
개인,Q551-2,경제 참여 방식은?,p551method
개인,Q551-3,참여 장벽 경험은?,p551barrier
개인,Q551-4,정부 디지털 경제 정책 인식은?,p551govpolicy
개인,Q551-5,향후 정책 기대는?,p551govhope
개인,Q552-1,디지털 기술 기반 자산 관리 경험은?,p552asset
개인,Q552-2,자산 관리의 어려움은?,p552difficulty
개인,Q552-3,자산 관리 교육 참여 경험은?,p552education
개인,Q552-4,정부 자산 관리 정책 인식은?,p552govpolicy
개인,Q552-5,향후 정책 기대는?,p552govhope
개인,Q553-1,디지털 기술이 정치 참여에 미친 영향은?,p553impact
개인,Q553-2,정치 참여 경험은?,p553experience
개인,Q553-3,참여의 어려움은?,p553difficulty
개인,Q553-4,정부 정치 참여 정책 인식은?,p553govpolicy
개인,Q553-5,향후 정책 기대는?,p553govhope
