구분,문항 번호,질문 내용,변수명
개인,Q846-1,디지털 직무의 시간 관리 능력은?,p846timemanage
개인,Q846-2,시간 관리 도구 사용 여부는?,p846tool
개인,Q846-3,시간 관리의 어려움은?,p846barrier
개인,Q846-4,정부 시간 관리 지원 정책 인식은?,p846govpolicy
개인,Q846-5,향후 정책 기대는?,p846govhope
개인,Q847-1,디지털 직무의 피로도 인식은?,p847fatigue
개인,Q847-2,피로 원인은?,p847cause
개인,Q847-3,피로 회복 방법은?,p847relief
개인,Q847-4,정부 피로 관리 정책 인식은?,p847govpolicy
개인,Q847-5,향후 정책 기대는?,p847govhope
개인,Q848-1,디지털 직무의 창의적 문제 해결 경험은?,p848creative
개인,Q848-2,해결 사례는?,p848example
개인,Q848-3,문제 해결의 어려움은?,p848barrier
개인,Q848-4,정부 문제 해결 지원 정책 인식은?,p848govpolicy
개인,Q848-5,향후 정책 기대는?,p848govhope
개인,Q849-1,디지털 직무의 도덕성 인식은?,p849morality
개인,Q849-2,도덕적 행동 사례는?,p849example
개인,Q849-3,도덕성 저해 요인은?,p849barrier
개인,Q849-4,정부 도덕 정책 인식은?,p849govpolicy
개인,Q849-5,향후 정책 기대는?,p849govhope
