구분,문항 번호,질문 내용,변수명
개인,Q822-1,디지털 직무의 정보 접근성 인식은?,p822access
개인,Q822-2,정보 접근 방법은?,p822method
개인,Q822-3,정보 접근 장애 요인은?,p822barrier
개인,Q822-4,정부 정보 접근 정책 인식은?,p822govpolicy
개인,Q822-5,향후 정책 기대는?,p822govhope
개인,Q823-1,디지털 직무의 커뮤니케이션 도구 활용도는?,p823tools
개인,Q823-2,사용 도구는?,p823usage
개인,Q823-3,도구 사용 시 어려움은?,p823barrier
개인,Q823-4,정부 커뮤니케이션 지원 정책 인식은?,p823govpolicy
개인,Q823-5,향후 정책 기대는?,p823govhope
개인,Q824-1,디지털 직무의 협업 경험은?,p824collab
개인,Q824-2,협업 방식은?,p824method
개인,Q824-3,협업 장애 요인은?,p824barrier
개인,Q824-4,정부 협업 촉진 정책 인식은?,p824govpolicy
개인,Q824-5,향후 정책 기대는?,p824govhope
개인,Q825-1,디지털 직무의 자원 활용 효율성은?,p825efficiency
개인,Q825-2,효율적 자원 활용 사례는?,p825case
개인,Q825-3,자원 활용의 어려움은?,p825barrier
개인,Q825-4,정부 자원 지원 정책 인식은?,p825govpolicy
개인,Q825-5,향후 정책 기대는?,p825govhope
