구분,문항 번호,질문 내용,변수명
개인,Q766-1,디지털 직무의 데이터 활용 인식은?,p766data
개인,Q766-2,데이터 활용 경험은?,p766experience
개인,Q766-3,데이터 활용 장애 요인은?,p766barrier
개인,Q766-4,정부 데이터 정책 인식은?,p766govpolicy
개인,Q766-5,향후 정책 기대는?,p766govhope
개인,Q767-1,디지털 직무의 인공지능 활용 인식은?,p767ai
개인,Q767-2,인공지능 도입 경험은?,p767experience
개인,Q767-3,인공지능 도입 장애 요인은?,p767barrier
개인,Q767-4,정부 인공지능 정책 인식은?,p767govpolicy
개인,Q767-5,향후 정책 기대는?,p767govhope
개인,Q768-1,디지털 직무의 블록체인 기술 인식은?,p768blockchain
개인,Q768-2,블록체인 활용 경험은?,p768experience
개인,Q768-3,블록체인 활용 장애 요인은?,p768barrier
개인,Q768-4,정부 블록체인 정책 인식은?,p768govpolicy
개인,Q768-5,향후 정책 기대는?,p768govhope
개인,Q769-1,디지털 직무의 메타버스 활용 인식은?,p769metaverse
개인,Q769-2,메타버스 참여 경험은?,p769experience
개인,Q769-3,메타버스 활용 장애 요인은?,p769barrier
개인,Q769-4,정부 메타버스 정책 인식은?,p769govpolicy
개인,Q769-5,향후 정책 기대는?,p769govhope
